,Solvent,dH (kJ/mol),dS (J/mol/K),BASE_State,BASE_Category,Canonical SMILES,Source,GT_Data,BASE_Monomer_State,BASE_Polymer_State,Solvent_SMILES,Solvent_SMILES_2,SOLV_PARAM_s_g,SOLV_PARAM_b_g,SOLV_PARAM_e_g,SOLV_PARAM_l_g,SOLV_PARAM_a_g,SOLV_PARAM_c_g,SOLV_PARAM_visc at 298 K (cP),SOLV_PARAM_dielectric constant,PEP_dHf_0,PEP_dHf_1,PEP_dHf_2,PEP_dH_(kcal/mol),TANIMOTO,DIPOLE_mmff94,MIX_dGsolv298(kJ/mol),MIX_dHsolv298(kJ/mol),MIX_dSsolv298(kJ/mol/K),MIX_logK,MIX_logP,SOLUTE_E_GC,SOLUTE_S_GC,SOLUTE_A_GC,SOLUTE_B_GC,SOLUTE_L_GC,SOLUTE_V_GC,SOLUTE_E_ML,SOLUTE_S_ML,SOLUTE_A_ML,SOLUTE_B_ML,SOLUTE_L_ML,SOLUTE_V_ML,RDKIT_MaxAbsEStateIndex,RDKIT_MaxEStateIndex,RDKIT_MinAbsEStateIndex,RDKIT_MinEStateIndex,RDKIT_qed,RDKIT_SPS,RDKIT_MolWt,RDKIT_HeavyAtomMolWt,RDKIT_ExactMolWt,RDKIT_NumValenceElectrons,RDKIT_NumRadicalElectrons,RDKIT_MaxPartialCharge,RDKIT_MinPartialCharge,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_FpDensityMorgan1,RDKIT_FpDensityMorgan2,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_MWHI,RDKIT_BCUT2D_MWLOW,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_LOGPHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_BCUT2D_MRHI,RDKIT_BCUT2D_MRLOW,RDKIT_AvgIpc,RDKIT_BalabanJ,RDKIT_BertzCT,RDKIT_Chi0,RDKIT_Chi0n,RDKIT_Chi0v,RDKIT_Chi1,RDKIT_Chi1n,RDKIT_Chi1v,RDKIT_Chi2n,RDKIT_Chi2v,RDKIT_Chi3n,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_Chi4v,RDKIT_HallKierAlpha,RDKIT_Ipc,RDKIT_Kappa1,RDKIT_Kappa2,RDKIT_Kappa3,RDKIT_LabuteASA,RDKIT_PEOE_VSA1,RDKIT_PEOE_VSA10,RDKIT_PEOE_VSA11,RDKIT_PEOE_VSA12,RDKIT_PEOE_VSA13,RDKIT_PEOE_VSA14,RDKIT_PEOE_VSA2,RDKIT_PEOE_VSA3,RDKIT_PEOE_VSA4,RDKIT_PEOE_VSA5,RDKIT_PEOE_VSA6,RDKIT_PEOE_VSA7,RDKIT_PEOE_VSA8,RDKIT_PEOE_VSA9,RDKIT_SMR_VSA1,RDKIT_SMR_VSA10,RDKIT_SMR_VSA2,RDKIT_SMR_VSA3,RDKIT_SMR_VSA4,RDKIT_SMR_VSA5,RDKIT_SMR_VSA6,RDKIT_SMR_VSA7,RDKIT_SMR_VSA8,RDKIT_SMR_VSA9,RDKIT_SlogP_VSA1,RDKIT_SlogP_VSA10,RDKIT_SlogP_VSA11,RDKIT_SlogP_VSA12,RDKIT_SlogP_VSA2,RDKIT_SlogP_VSA3,RDKIT_SlogP_VSA4,RDKIT_SlogP_VSA5,RDKIT_SlogP_VSA6,RDKIT_SlogP_VSA7,RDKIT_SlogP_VSA8,RDKIT_SlogP_VSA9,RDKIT_TPSA,RDKIT_EState_VSA1,RDKIT_EState_VSA10,RDKIT_EState_VSA11,RDKIT_EState_VSA2,RDKIT_EState_VSA3,RDKIT_EState_VSA4,RDKIT_EState_VSA5,RDKIT_EState_VSA6,RDKIT_EState_VSA7,RDKIT_EState_VSA8,RDKIT_EState_VSA9,RDKIT_VSA_EState1,RDKIT_VSA_EState10,RDKIT_VSA_EState2,RDKIT_VSA_EState3,RDKIT_VSA_EState4,RDKIT_VSA_EState5,RDKIT_VSA_EState6,RDKIT_VSA_EState7,RDKIT_VSA_EState8,RDKIT_VSA_EState9,RDKIT_FractionCSP3,RDKIT_HeavyAtomCount,RDKIT_NHOHCount,RDKIT_NOCount,RDKIT_NumAliphaticCarbocycles,RDKIT_NumAliphaticHeterocycles,RDKIT_NumAliphaticRings,RDKIT_NumAromaticCarbocycles,RDKIT_NumAromaticHeterocycles,RDKIT_NumAromaticRings,RDKIT_NumHAcceptors,RDKIT_NumHDonors,RDKIT_NumHeteroatoms,RDKIT_NumRotatableBonds,RDKIT_NumSaturatedCarbocycles,RDKIT_NumSaturatedHeterocycles,RDKIT_NumSaturatedRings,RDKIT_RingCount,RDKIT_MolLogP,RDKIT_MolMR,RDKIT_fr_Al_COO,RDKIT_fr_Al_OH,RDKIT_fr_Al_OH_noTert,RDKIT_fr_ArN,RDKIT_fr_Ar_COO,RDKIT_fr_Ar_N,RDKIT_fr_Ar_NH,RDKIT_fr_Ar_OH,RDKIT_fr_COO,RDKIT_fr_COO2,RDKIT_fr_C_O,RDKIT_fr_C_O_noCOO,RDKIT_fr_C_S,RDKIT_fr_HOCCN,RDKIT_fr_Imine,RDKIT_fr_NH0,RDKIT_fr_NH1,RDKIT_fr_NH2,RDKIT_fr_N_O,RDKIT_fr_Ndealkylation1,RDKIT_fr_Ndealkylation2,RDKIT_fr_Nhpyrrole,RDKIT_fr_SH,RDKIT_fr_aldehyde,RDKIT_fr_alkyl_carbamate,RDKIT_fr_alkyl_halide,RDKIT_fr_allylic_oxid,RDKIT_fr_amide,RDKIT_fr_amidine,RDKIT_fr_aniline,RDKIT_fr_aryl_methyl,RDKIT_fr_azide,RDKIT_fr_azo,RDKIT_fr_barbitur,RDKIT_fr_benzene,RDKIT_fr_benzodiazepine,RDKIT_fr_bicyclic,RDKIT_fr_diazo,RDKIT_fr_dihydropyridine,RDKIT_fr_epoxide,RDKIT_fr_ester,RDKIT_fr_ether,RDKIT_fr_furan,RDKIT_fr_guanido,RDKIT_fr_halogen,RDKIT_fr_hdrzine,RDKIT_fr_hdrzone,RDKIT_fr_imidazole,RDKIT_fr_imide,RDKIT_fr_isocyan,RDKIT_fr_isothiocyan,RDKIT_fr_ketone,RDKIT_fr_ketone_Topliss,RDKIT_fr_lactam,RDKIT_fr_lactone,RDKIT_fr_methoxy,RDKIT_fr_morpholine,RDKIT_fr_nitrile,RDKIT_fr_nitro,RDKIT_fr_nitro_arom,RDKIT_fr_nitro_arom_nonortho,RDKIT_fr_nitroso,RDKIT_fr_oxazole,RDKIT_fr_oxime,RDKIT_fr_para_hydroxylation,RDKIT_fr_phenol,RDKIT_fr_phenol_noOrthoHbond,RDKIT_fr_phos_acid,RDKIT_fr_phos_ester,RDKIT_fr_piperdine,RDKIT_fr_piperzine,RDKIT_fr_priamide,RDKIT_fr_prisulfonamd,RDKIT_fr_pyridine,RDKIT_fr_quatN,RDKIT_fr_sulfide,RDKIT_fr_sulfonamd,RDKIT_fr_sulfone,RDKIT_fr_term_acetylene,RDKIT_fr_tetrazole,RDKIT_fr_thiazole,RDKIT_fr_thiocyan,RDKIT_fr_thiophene,RDKIT_fr_unbrch_alkane,RDKIT_fr_urea,STERICS_Backbone_Length,STERICS_Side_Chain_Ratio,STERICS_Wiener_Index,STERICS_Chiral_Centers,STERICS_Rad_Gyration,STERICS_VDW_Volume,STERICS_Volume,STERICS_Bridgehead_Atoms,STERICS_Stereocenters
164,chloroform-D,-20.5,-62.3,ss,misc,COC(=O)c1cc(C=O)c(C=O)cc1C(=O)OC,Functionalized and Degradable Polyphthalionic Derivatives,FALSE,s,s,[2H]C(Cl)(Cl)Cl,,1.11,1.36,-0.6,1.01,0.39,0.19,0.54,4.8,-107.92,-119.6,-228.63,-1.11,0,3.83,-13.07,-26.17,-0.044,2.29,2.38,1.1793,2.1136,0,1.3027,8.7841,1.742,1.1123,1.8137,0.0418,1.0725,8.3989,1.742,11.48815571,11.48815571,0.001802721,-0.795417611,0.582088144,9.444444444,250.206,240.126,250.047738,94,0,0.338255081,-0.465398347,0.465398347,0.338255081,0.888888889,1.222222222,1.444444444,16.52960893,9.99196066,2.207192963,-2.08060964,2.169662844,-2.133941362,6.060606337,0.055476892,2.433134759,3.546569784,470.5440749,13.7067423,9.75889082,9.75889082,8.58244732,4.83644849,4.83644849,3.245574514,3.245574514,2.287734714,2.287734714,1.394974699,1.394974699,-2.5,9734.972171,13.56451613,5.716873986,2.42387245,102.4942347,9.473725908,0,12.57232105,0,0,11.93861058,9.589074368,9.589074368,0,0,0,12.13273414,11.12690298,25.34649807,28.65187464,24.51093162,0,0,0,0,14.21959508,34.3865401,0,0,0,0,0,0,38.7305267,9.473725908,0,41.4319547,12.13273414,0,0,0,86.74,11.93861058,19.17814874,0,22.25380597,12.57232105,26.35232922,0,0,0,9.473725908,0,8.987253874,0,44.52204853,0,-0.259068405,-1.590835223,2.239722222,0.827842026,0,2.273036974,0.166666667,18,0,6,0,0,0,1,0,1,6,0,6,4,0,0,0,1,0.8848,59.896,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,64,0,1.688297408,146.5741468,823.5496646,0,1
165,chloroform-D,-19.3,-58.4,ss,ROP,CC1(C)SCCSC1=O,Modulating Polymerization Thermodynamics ofThiolactones Through Substituent andHeteroatom Incorporation,TRUE,s,s,[2H]C(Cl)(Cl)Cl,,1.11,1.36,-0.6,1.01,0.39,0.19,0.54,4.8,-55.65,-72.2,-119.65,8.2,0,2.85,-16.8,-28.87,-0.0405,2.95,3.04,1.0032,0.9184,0,0.7924,4.6947,1.1881,1.0409,1.1069,-0.0001,0.7238,5.519,1.1881,11.05796296,11.05796296,0.122106481,-0.122106481,0.540170724,26.22222222,162.279,152.199,162.0173069,52,0,0.203935042,-0.285650834,0.285650834,0.203935042,1.444444444,2.111111111,2.444444444,32.17278967,10.2320009,2.307079515,-2.251772391,2.343913128,-2.292164806,8.182261802,-0.111922302,1.768186155,2.598255794,131.01955,6.905777394,5.638958434,7.271951596,4.127827085,2.939722705,4.910919824,2.494691267,5.279949655,1.270977369,4.154683818,0.663912133,2.845289789,0.37,95.48205236,7.476723586,2.543300164,1.644715504,63.9658726,0,0,0,5.11527693,0,0,4.794537184,0,0,11.76188495,11.76188495,13.8474744,11.50570721,4.747022453,4.794537184,28.63904683,0,0,0,18.59449685,11.50570721,0,0,0,0,0,0,23.5237699,21.3680066,4.794537184,0,13.8474744,0,0,0,0,17.07,0,4.794537184,0,4.747022453,5.11527693,11.50570721,11.76188495,11.76188495,13.8474744,0,0,-0.122106481,3.22337963,11.05796296,0.332175926,0,2.107476852,0,0,3.984444444,0,0.833333333,9,0,1,0,1,1,0,0,0,3,0,3,0,0,1,1,1,1.7716,44.002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0.27,174,0,2.003503778,219.8612203,1235.324497,0,0
166,toluene,-33.9,-102.2,ss,vinyl/acrylic,C=C(NC(C)=O)C(=O)OC1CC(C)CCC1C(C)C,Exceptional chiroptical behavior near ceiling temperature in free radical polymerization of menthyl 2-acetamidoacrylates,FALSE,s,s,CC1=CC=CC=C1,,0.9,0.12,-0.32,1.03,0.59,0.08,0.56,2.2,-172.71,-217.96,-415.42,-24.75,0.022,3.9,-19.3,-34.79,-0.052,3.38,2.81,0.7684,1.4209,0.2718,0.9695,9.0491,2.2604,0.5462,1.5433,0.3204,1.0145,8.75,2.2604,11.88508031,11.88508031,0.021511716,-0.513935185,0.629041882,26.89473684,267.369,242.169,267.1834437,108,0,0.353985499,-0.457412865,0.457412865,0.353985499,1.315789474,1.947368421,2.473684211,16.54510066,9.752151927,2.333063422,-2.362908092,2.350058949,-2.373043225,5.921882526,-0.151663533,2.269660541,2.628827199,362.4021875,14.57698579,12.36257307,12.36257307,8.807438208,6.983338723,6.983338723,5.929595699,5.929595699,3.793054437,3.793054437,2.722355254,2.722355254,-1.32,10422.2812,15.73656109,6.732833153,4.691546076,115.1394581,10.05365156,11.8010057,0,5.907179729,0,5.969305288,4.794537184,4.794537184,0,0,33.77096891,30.59536138,6.9237372,0,14.32593732,11.87648502,0,5.316788604,17.75371814,53.06138006,0,12.275975,0,0,5.316788604,0,0,0,17.98045141,14.32593732,17.75371814,46.95741367,12.275975,0,0,0,55.4,5.969305288,9.589074368,0,17.70818543,17.75371814,12.84164325,13.34455882,0,0,32.66693589,4.736862954,5.545138889,0,22.78080244,2.379450822,0.021511716,0.630336121,0,3.093761548,11.3823318,0,0.733333333,19,1,4,1,0,1,0,0,0,3,1,4,4,1,0,1,1,2.6402,74.1797,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.81,924,0,3.356107985,464.151465,2607.907271,0,4
167,dimethyl sulfoxide,-23.8,-71.5,ss,ROP,O=C1NC2CCCC1O2,Equilibrium anionic polymerization of bicyclic oxalactam,TRUE,s,s,CS(=O)C,,2.63,0.05,0.18,0.67,5.55,-0.43,1.99,46.7,-93.01,-95.81,-194.82,-6,0.038,3.31,-33.25,-52.01,-0.0629,5.83,-1.65,0.7136,0.3014,0.2717,0.9592,4.1917,0.911,0.6446,1.4498,0.2833,0.8502,4.6273,0.911,10.81962963,10.81962963,0.038194444,-0.121527778,0.497528474,40.66666667,127.143,118.071,127.0633285,50,0,0.250719225,-0.345466031,0.345466031,0.250719225,1.555555556,2.444444444,3.111111111,16.53140804,10.12173651,2.350229383,-2.152086059,2.219125942,-2.24543961,5.822836164,-0.124048018,2.092114959,2.150687723,145.9932866,6.267584714,5.092517463,5.092517463,4.360173345,3.319375516,3.319375516,2.552858645,2.552858645,1.856838568,1.856838568,1.373709555,1.373709555,-0.57,190.3824613,5.233374533,1.703172885,0.721097017,53.37722881,10.05365156,12.33186756,0,0,5.907179729,0,4.794537184,0,0,0,0,19.26246487,0,0,9.531400138,5.907179729,0,5.316788604,0,31.59433243,0,0,0,0,5.316788604,0,0,0,18.23904729,9.531400138,0,19.26246487,0,0,0,0,38.33,0,4.794537184,0,18.23904729,0,19.26246487,0,0,0,5.316788604,4.736862954,5.248842593,0,10.81962963,2.75462963,0,0.081018519,0,2.929212963,0,0,0.833333333,9,1,3,0,2,2,0,0,0,2,1,3,0,0,2,2,2,0.0114,30.6547,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.36,156,0,1.801338817,219.8612203,1235.324497,2,2
168,pyridine,-9.4,-28.1,ss,ROP,C=CCOCCOCCOCCOC(=O)NC1C(=O)SC1(C)C,Geminal Dimethyl Substitution Enables Controlled Polymerization of Penicillamine-Derived _-Thiolactones and Reversed Depolymerization,TRUE,s,s,C1=CC=NC=C1,,2.38,-0.64,-0.55,0.89,4.92,0.01,0.88,12.4,-239.78,-251.53,-492.61,-1.3,0,4.89,-22.23,-39.73,-0.0587,3.9,0.44,0.9287,2.0736,0.2589,2.3449,10.7156,2.6,1.013,2.0249,0.2907,1.8117,11.2172,2.6,11.54397548,11.54397548,0.044056802,-0.600979223,0.421554598,19.04347826,347.433,322.233,347.1402585,132,0,0.407377232,-0.447094486,0.447094486,0.407377232,1.173913043,1.739130435,2.260869565,32.16707496,10.03454636,2.486045719,-2.405406813,2.409147352,-2.594012961,8.167987926,-0.114651852,2.496919345,1.899043904,401.4283401,17.13154574,13.66929282,14.4857894,10.97036234,7.473868653,8.290365234,5.32615178,6.984843693,2.997280818,4.195969223,1.794877095,2.882726718,-1.09,81601.82111,19.95564126,10.64086369,7.825986247,140.6032038,24.26424042,12.64872279,0,5.11527693,0,6.093240071,4.794537184,4.794537184,0,6.578935684,17.83790506,13.8474744,4.747022453,39.64129179,28.53652618,22.97040195,0,5.316788604,0,24.63633768,46.24817375,12.65495579,0,0,5.316788604,4.794537184,0,11.76188495,68.24555404,23.741989,0,13.8474744,12.65495579,0,0,0,83.09,12.1350809,9.589074368,0,23.07606331,33.03440982,0,11.76188495,6.076020107,13.8474744,11.89572429,18.94745182,20.35940557,1.219802184,22.9256377,2.515205918,0,0,-0.488308517,1.07953263,10.13872452,0,0.733333333,23,1,7,0,1,1,0,0,0,7,1,8,12,0,1,1,1,1.369,87.6027,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,6,0.76,2106,0,5.49867279,561.8675629,3156.940381,0,1
169,dichloromethane+toluene,-13.8,-41.2,ss,ROP,CC1CCCC(=O)O1,"Controlled Ring-Opening Polymerization of Lactones and Lactides Initiated by Lanthanum Isopropoxide, 1",TRUE,s,s,CC1=CC=CC=C1,C(Cl)Cl,1.31,0.35,-0.5,1,0.47,0.13,0.48,5.57,-100.42,-107.91,-218.93,-10.6,0.069,4.08,-20.64,-35.48,-0.0498,3.62,3.04,0.3462,1.2897,0,0.3741,4.1539,0.9198,0.3896,1.4193,-0.0009,0.6108,4.1293,0.9198,10.45125,10.45125,0.038194444,-0.038194444,0.440681145,29.625,114.144,104.064,114.0680796,46,0,0.305546304,-0.462658422,0.462658422,0.305546304,1.75,2.5,2.875,16.54346531,10.12020274,2.141946797,-2.167304075,2.116373955,-2.193640738,5.695852111,-0.151928194,1.642371449,2.336356083,98.70165767,5.983127663,5.015167194,5.015167194,3.7876937,2.983102501,2.983102501,2.192705341,2.192705341,1.32418157,1.32418157,0.87610036,0.87610036,-0.53,64.0524865,5.603868809,2.158633812,1.218715724,48.83319778,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,0,19.76538045,6.420821623,6.103966388,9.531400138,5.969305288,0,0,0,32.29016846,0,0,0,0,0,0,0,0,12.07327168,9.531400138,0,26.18620207,0,0,0,0,26.3,0,4.794537184,0,12.07327168,6.420821623,12.84164325,0,0,6.9237372,0,4.736862954,4.847222222,0,10.45125,0,0,-0.038194444,0,2.812083333,1.927638889,0,0.833333333,8,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,1.102,29.405,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.2,146,0,1.903820964,195.4321958,1098.066219,0,1
170,toluene,-51,-152,ss,ionic,O=CC(F)(F)Cl,PHB,FALSE,s,s,CC1=CC=CC=C1,,0.9,0.12,-0.32,1.03,0.59,0.08,0.56,2.2,-136.4,-157.15,-302.93,-9.38,0,2.46,-20.05,-35.02,-0.0502,3.51,2.94,0.0784,0.4273,0,0.3748,1.3107,0.5637,0.0979,0.5911,0.0443,0.2592,1.8231,0.5637,10.84876543,10.84876543,0.630401235,-3.666666667,0.367436015,11.16666667,114.478,113.47,113.9683988,36,0,0.37702173,-0.295152449,0.37702173,0.295152449,1.666666667,1.833333333,1.833333333,35.49589419,10.81621898,2.212922997,-1.890330304,2.126024582,-2.045130291,6.283417088,-0.119774965,1.351644115,3.445991214,57.05865003,5.207106781,2.619491979,3.375420925,2.560660172,1.091324105,1.469288578,0.65946368,1.163395856,0.133630621,0.222717702,0,0,-0.18,12.16479704,5.82,1.51218531,3.82,37.90005228,0,0,0,6.286160523,0,5.38171099,4.794537184,0,8.780830095,0,0,11.60093989,0,0,13.57536728,17.88710041,0,0,0,5.38171099,0,0,0,0,0,8.780830095,0,11.60093989,11.66787151,4.794537184,0,0,0,0,0,0,17.07,11.66787151,8.780830095,0,0,0,0,0,0,0,11.60093989,4.794537184,21.69753086,4.016203704,8.944444444,-3.666666667,0,0,0,-0.630401235,0,0,0.5,6,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,1.0169,16.864,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,63,0,1.61048766,146.5741468,823.5496646,0,1
171,toluene,-19.8,-58.3,ss,ROMP,O=C1OC2C=CCC1C2,Closing the One Monomer Two Polymers One Monomer Loop via Orthogonal (De)polymerization of a Lactone/Olefin Hybrid,TRUE,s,s,CC1=CC=CC=C1,,0.9,0.12,-0.32,1.03,0.59,0.08,0.56,2.2,-68.74,-118.08,-186.92,-0.1,0.062,4.09,-19.93,-35.75,-0.0531,3.49,2.92,0.4935,1.2273,0,0.4416,4.6675,0.9091,0.5609,1.0188,-0.0134,0.5868,4.0939,0.9091,10.79351852,10.79351852,0.009259259,-0.009259259,0.353669158,38.88888889,124.139,116.075,124.0524295,48,0,0.309494014,-0.457877534,0.457877534,0.309494014,1.666666667,2.555555556,3.222222222,16.54969601,9.96145299,2.337936059,-2.043066553,2.285308528,-2.054333782,5.752375102,-0.142133502,2.092114959,2.257541081,171.7549644,6.267584714,5.04011122,5.04011122,4.360173345,3.232285514,3.232285514,2.57181871,2.57181871,1.889021065,1.889021065,1.375093311,1.375093311,-0.79,190.3824613,5.031464655,1.593356036,0.660767951,53.5027057,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,6.076020107,12.49684173,6.420821623,5.917906046,9.531400138,5.969305288,0,0,5.917906046,18.94560963,0,12.15204021,0,0,0,0,0,0,12.07327168,9.531400138,5.917906046,12.84164325,12.15204021,0,0,0,26.3,0,4.794537184,0,17.99117772,0,12.84164325,0,0,12.15204021,0,4.736862954,4.959490741,0,10.79351852,0,0,0.171296296,0,5.909027778,0,0,0.571428571,9,0,2,1,1,2,0,0,0,2,0,2,0,0,1,1,2,0.878,31.744,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.27,160,0,1.775332477,219.8612203,1235.324497,2,2
172,toluene,-23.9,-70.2,ss,ROP,CCCC1(CCC)CCCOC1=O,A circular polyester platform based on simple gem-disubstituted valerolactones,FALSE,s,s,CC1=CC=CC=C1,,0.9,0.12,-0.32,1.03,0.59,0.08,0.56,2.2,-126.99,-154.82,-292.41,-10.6,0.059,4.01,-20.82,-35.83,-0.0504,3.65,3.08,0.3624,1.062,0,0.3922,6.6001,1.6243,0.3167,1.2091,0.0308,0.6371,6.283,1.6243,11.67388889,11.67388889,0.057824074,-0.123263889,0.627849441,21.23076923,184.279,164.119,184.1463299,76,0,0.31156606,-0.465266507,0.465266507,0.31156606,1.307692308,1.923076923,2.384615385,16.53590876,9.744101123,2.394988143,-2.341455243,2.383547034,-2.367015657,5.769268941,-0.163070047,2.111218159,2.665411952,163.4193173,9.734204519,8.766244049,8.766244049,6.249147428,5.421797159,5.421797159,4.019802668,4.019802668,2.922943558,2.922943558,2.366809726,2.366809726,-0.53,861.3770089,10.55019246,4.635211794,2.23151231,80.65790835,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,26.68911765,25.68328649,0,12.02187243,9.531400138,5.969305288,0,0,5.414990469,52.37240414,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,5.414990469,52.37240414,0,0,0,0,26.3,0,4.794537184,0,11.38429576,6.606881965,38.52492974,0,0,0,13.8474744,4.736862954,5.16,0,11.67388889,0,-0.123263889,0.057824074,0,6.238888889,4.909328704,0,0.909090909,13,0,2,0,1,1,0,0,0,2,0,2,4,0,1,1,1,2.91,52.442,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.47,386,0,2.537296431,317.5773182,1784.357607,0,0
173,,-23,-67,ls,cationic,C1CCOC1,PHB,TRUE,l,s,,,,,,,,,,,-42.92,-69.32,-118.14,-5.9,1,1.76,-17.98,-31.48,-0.0453,3.15,0.58,0.1806,0.3436,0,0.3637,2.1877,0.6223,0.2954,0.5624,0.0015,0.4694,2.5916,0.6223,4.944444444,4.944444444,1,1,0.410937601,24,72.107,64.043,72.05751488,30,0,0.04663817,-0.381449382,0.381449382,0.04663817,1,1.6,1.8,16.47808085,10.39358405,1.942747088,-1.764025782,1.978259773,-1.743026703,4.431751901,0.197833493,1.76049503,2.083333333,15.21928095,3.535533906,3.236675415,3.236675415,2.5,2.077350269,2.077350269,1.319479217,1.319479217,0.827350269,0.827350269,0.510310363,0.510310363,-0.04,22.88643539,3.161612903,1.410312175,0.618363684,31.94179145,4.736862954,0,0,0,0,0,0,0,0,0,0,12.84164325,13.21376393,0,4.736862954,0,0,0,0,12.84164325,13.21376393,0,0,0,0,0,0,0,13.21376393,4.736862954,0,12.84164325,0,0,0,0,9.23,0,0,0,0,0,13.21376393,12.84164325,0,0,0,4.736862954,4.944444444,0,0,0,0,0,0,2.555555556,2,0,1,5,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0.7968,20.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,56,0,1.35948765,122.1451224,686.2913872,0,0
