,dH (kcal/mol),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,STERICS_Backbone_Length,PEP_dH_(kcal/mol),RDKIT_FractionCSP3,RDKIT_SPS,SOLUTE_B_ML,SOLUTE_S_GC,RDKIT_MaxPartialCharge,RDKIT_BCUT2D_MRHI,RDKIT_BalabanJ,RDKIT_MinAbsPartialCharge,RDKIT_BCUT2D_LOGPHI,SOLUTE_S_ML,PEP_dHf_0,STERICS_Side_Chain_Ratio,RDKIT_SMR_VSA7,RDKIT_SlogP_VSA6,RDKIT_BCUT2D_MRLOW,RDKIT_FpDensityMorgan1,RDKIT_MinEStateIndex,DIPOLE_mmff94,RDKIT_SlogP_VSA2,RDKIT_HallKierAlpha,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_MaxAbsPartialCharge,RDKIT_AvgIpc,RDKIT_NumSaturatedRings,PEP_dHf_2,RDKIT_ExactMolWt,RDKIT_BCUT2D_MWLOW,PEP_dHf_1,RDKIT_MolWt,RDKIT_SMR_VSA5,RDKIT_MaxEStateIndex,RDKIT_NumAliphaticRings,RDKIT_MinPartialCharge,RDKIT_MinAbsEStateIndex,RDKIT_MaxAbsEStateIndex,RDKIT_VSA_EState1,RDKIT_TPSA,RDKIT_NumValenceElectrons,RDKIT_Chi3v,RDKIT_PEOE_VSA8,RDKIT_Kappa2,RDKIT_qed,SOLUTE_B_GC,RDKIT_Chi1,RDKIT_SlogP_VSA3,RDKIT_BCUT2D_MWHI,SOLUTE_E_GC,RDKIT_VSA_EState2,SOLUTE_V_GC,SOLUTE_V_ML,RDKIT_Chi3n,RDKIT_Chi4v,RDKIT_NumSaturatedHeterocycles,RDKIT_Chi4n,RDKIT_EState_VSA8,RDKIT_Chi2v,RDKIT_VSA_EState8,RDKIT_SMR_VSA1,RDKIT_FpDensityMorgan2,RDKIT_NumAliphaticHeterocycles,RDKIT_NumHAcceptors,RDKIT_SlogP_VSA5,RDKIT_FpDensityMorgan3,RDKIT_VSA_EState4,RDKIT_Chi2n,RDKIT_VSA_EState5,RDKIT_Chi0,SOLUTE_L_ML,RDKIT_Kappa1,SOLUTE_A_ML,RDKIT_PEOE_VSA7,RDKIT_LabuteASA,RDKIT_HeavyAtomCount,RDKIT_HeavyAtomMolWt,STERICS_Volume,RDKIT_RingCount
156,-4.398,l,ROP,CCCCCCC1CCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,8,-10.6,0.909,22.846,0.618,1.29,0.306,5.696,2.031,0.306,2.187,1.456,-124.92,0.47,0.0,0.0,-0.154,1.385,0.006,4.06,12.073,-0.53,-2.214,2.187,-2.227,0.462,2.128,1,-267.93,184.146,10.023,-132.41,184.279,64.394,10.94,1,-0.462,0.006,10.94,5.228,26.3,76,2.585,6.421,6.005,0.485,0.374,6.326,9.531,16.544,0.346,10.94,1.624,1.624,2.585,1.78,1,1.78,6.924,3.853,2.209,9.531,2.231,1,2,58.29,2.923,0.0,3.853,0.006,9.519,6.598,10.55,0.005,25.683,80.658,13,164.119,1784.358,1
157,-0.191,s,cationic,COP1(=O)OCCCO1,False,False,False,True,False,False,False,False,False,True,8,-10.6,1.0,25.889,1.038,1.233,0.474,7.48,2.469,0.29,2.5,1.201,-146.59,0.27,0.0,0.0,0.088,1.444,-3.094,3.29,20.324,0.11,-2.191,2.269,-2.081,0.474,1.902,1,-331.61,152.024,10.502,-174.42,152.086,6.421,10.935,1,-0.29,0.463,10.935,24.876,44.76,54,2.456,7.11,2.796,0.529,0.933,4.268,18.136,31.205,0.318,0.0,1.003,1.003,1.011,1.545,1,0.554,4.524,3.426,0.927,18.136,2.0,1,4,6.421,2.333,0.0,1.65,0.0,6.743,4.29,7.22,0.087,6.421,53.718,9,143.014,1235.324,1
158,-6.119,s,ROP,S=C1OC2C=CCOC2CS1,False,False,True,False,False,False,False,False,False,True,8,0.0,0.571,36.182,0.678,1.328,0.22,8.222,2.08,0.22,2.244,1.303,-26.93,0.38,12.152,12.152,0.005,1.636,0.067,4.15,28.95,-0.06,-2.314,2.293,-2.392,0.468,2.041,1,-73.64,187.997,10.156,-46.71,188.273,12.208,5.438,2,-0.468,0.067,5.438,11.451,18.46,60,2.973,5.753,3.127,0.422,0.736,5.36,9.474,32.181,1.216,0.0,1.236,1.236,1.696,2.222,1,1.141,0.0,4.065,0.706,9.474,2.545,2,4,0.0,3.455,0.0,2.443,0.924,7.682,6.277,7.582,-0.053,18.294,74.937,11,180.209,1509.841,2
159,-10.373,s,ionic,O=CC(F)(F)Br,False,False,False,False,False,True,False,False,False,True,4,-11.9,0.5,11.167,0.259,0.567,0.355,9.098,3.446,0.296,2.16,0.722,-121.88,0.5,0.0,0.0,-0.118,1.667,-3.326,2.49,11.118,0.01,-1.897,2.204,-2.035,0.355,1.352,0,-278.93,157.918,10.83,-145.15,158.929,4.832,11.0,0,-0.296,0.479,11.0,22.0,17.07,36,0.321,0.0,1.639,0.414,0.428,2.561,4.795,79.919,0.226,5.703,0.616,0.616,0.134,0.0,0,0.0,0.0,1.717,0.0,13.575,1.833,0,1,0.0,1.833,0.0,0.659,0.0,5.207,2.28,6.01,0.041,15.93,41.464,6,157.921,823.55,0
160,-4.111,l,ROMP,C1=CCCC1,False,True,False,False,False,False,False,False,True,False,7,-4.07,0.6,20.8,0.086,0.268,-0.035,4.876,2.324,0.035,2.046,0.232,7.72,0.0,12.152,12.152,0.929,1.0,1.319,0.49,0.0,-0.26,-1.687,1.844,-1.497,0.089,1.76,0,-41.2,68.063,10.369,-44.849,68.119,19.262,2.236,1,-0.089,1.319,2.236,0.0,0.0,28,0.908,0.0,1.25,0.379,0.083,2.5,0.0,13.909,0.328,0.0,0.662,0.662,0.908,0.589,0,0.589,12.152,1.402,0.0,0.0,1.6,0,0,19.262,1.8,0.0,1.402,0.0,3.536,2.309,2.951,0.0,19.262,32.504,5,60.055,686.291,1
161,-2.749,s,ROMP,OC1CC=CC1,False,True,False,False,False,False,False,False,False,True,7,-5.5,0.6,22.833,0.547,0.452,0.061,4.933,2.32,0.061,2.065,0.614,-31.08,0.12,12.152,12.152,0.189,1.333,-0.065,1.72,11.21,-0.3,-1.916,2.015,-1.953,0.392,1.864,0,-121.96,84.058,10.298,-85.38,84.118,18.946,8.667,1,-0.392,0.065,8.667,0.0,20.23,34,0.983,0.0,1.433,0.428,0.442,2.894,0.0,16.266,0.559,0.0,0.72,0.72,0.983,0.603,0,0.603,0.0,1.597,0.0,5.107,1.833,0,1,12.842,2.0,0.0,1.597,0.0,4.406,2.946,3.875,0.325,12.842,37.298,6,76.054,823.55,1
162,-3.346,s,cationic,C1CCOCOC1,False,False,False,True,False,False,False,False,False,True,9,-0.5,1.0,24.0,0.629,0.546,0.146,4.382,2.042,0.146,1.955,0.815,-87.6,0.0,0.0,0.0,-0.032,0.857,0.5,2.05,20.007,-0.08,-1.929,1.941,-1.934,0.355,1.902,1,-196.7,102.068,10.342,-108.6,102.133,12.842,4.972,1,-0.355,0.5,4.972,9.944,18.46,42,0.994,13.214,2.993,0.449,0.599,3.5,9.474,16.66,0.238,0.0,0.822,0.822,0.994,0.585,1,0.585,0.0,1.641,2.25,9.474,1.429,1,2,12.842,2.0,0.0,1.641,0.0,4.95,3.15,5.065,0.006,12.842,43.42,7,92.053,960.808,1
163,1.506,l,cationic,O=P1(O)OCCCO1,False,False,False,True,False,False,False,False,True,False,8,-10.6,1.0,27.625,1.041,1.125,0.472,7.47,2.45,0.302,2.449,1.032,-146.59,0.2,0.0,0.0,0.102,1.375,-3.587,4.41,18.107,0.11,-2.155,2.232,-2.063,0.472,1.65,1,-331.61,138.008,10.502,-174.42,138.059,6.421,10.345,1,-0.302,0.327,10.345,19.053,55.76,48,1.815,0.0,2.15,0.496,0.946,3.707,13.613,31.205,0.437,8.486,0.862,0.862,0.798,1.25,1,0.456,9.047,2.942,0.654,18.506,1.875,1,3,6.421,2.125,0.0,1.489,0.0,6.036,4.04,6.233,0.846,6.421,47.034,8,131.003,1098.066,1
165,-4.613,s,ROP,CC1(C)SCCSC1=O,False,False,True,False,False,False,False,False,False,True,8,8.2,0.833,26.222,0.724,0.918,0.204,8.182,2.598,0.204,2.344,1.107,-55.65,0.27,0.0,0.0,-0.112,1.444,-0.122,2.85,21.368,0.37,-2.252,2.307,-2.292,0.286,1.768,1,-119.65,162.017,10.232,-72.2,162.279,18.594,11.058,1,-0.286,0.122,11.058,-0.122,17.07,52,4.155,11.506,2.543,0.54,0.792,4.128,4.795,32.173,1.003,11.058,1.188,1.188,1.271,2.845,1,0.664,0.0,5.28,3.984,4.795,2.111,1,3,13.847,2.444,0.0,2.495,2.107,6.906,5.519,7.477,-0.0,13.847,63.966,9,152.199,1235.324,1
166,-8.102,s,vinyl/acrylic,C=C(NC(C)=O)C(=O)OC1CC(C)CCC1C(C)C,False,False,False,False,False,False,True,False,False,True,4,-24.75,0.733,26.895,1.014,1.421,0.354,5.922,2.629,0.354,2.35,1.543,-172.71,0.81,12.276,12.276,-0.152,1.316,-0.514,3.9,17.98,-1.32,-2.363,2.333,-2.373,0.457,2.27,1,-415.42,267.183,9.752,-217.96,267.369,53.061,11.885,1,-0.457,0.022,11.885,5.545,55.4,108,3.793,6.924,6.733,0.629,0.97,8.807,14.326,16.545,0.768,22.781,2.26,2.26,3.793,2.722,0,2.722,32.667,5.93,11.382,14.326,1.947,0,3,46.957,2.474,0.022,5.93,0.63,14.577,8.75,15.737,0.32,30.595,115.139,19,242.169,2607.907,1
167,-5.688,s,ROP,O=C1NC2CCCC1O2,True,False,True,False,False,False,False,False,False,True,7,-6.0,0.833,40.667,0.85,0.301,0.251,5.823,2.151,0.251,2.219,1.45,-93.01,0.36,0.0,0.0,-0.124,1.556,-0.122,3.31,18.239,-0.57,-2.152,2.35,-2.245,0.345,2.092,2,-194.82,127.063,10.122,-95.81,127.143,31.594,10.82,2,-0.345,0.038,10.82,5.249,38.33,50,1.857,0.0,1.703,0.498,0.959,4.36,9.531,16.531,0.714,10.82,0.911,0.911,1.857,1.374,2,1.374,5.317,2.553,0.0,9.531,2.444,2,2,19.262,3.111,0.0,2.553,0.081,6.268,4.627,5.233,0.283,19.262,53.377,9,118.071,1235.324,2
168,-2.247,s,ROP,C=CCOCCOCCOCCOC(=O)NC1C(=O)SC1(C)C,False,False,True,False,False,False,False,False,False,True,6,-1.3,0.733,19.043,1.812,2.074,0.407,8.168,1.899,0.407,2.409,2.025,-239.78,0.76,12.655,12.655,-0.115,1.174,-0.601,4.89,68.246,-1.09,-2.405,2.486,-2.594,0.447,2.497,1,-492.61,347.14,10.035,-251.53,347.433,24.636,11.544,1,-0.447,0.044,11.544,20.359,83.09,132,4.196,4.747,10.641,0.422,2.345,10.97,23.742,32.167,0.929,22.926,2.6,2.6,2.997,2.883,1,1.795,11.896,6.985,10.139,28.537,1.739,1,7,13.847,2.261,0.0,5.326,0.0,17.132,11.217,19.956,0.291,13.847,140.603,23,322.233,3156.94,1
169,-3.298,s,ROP,CC1CCCC(=O)O1,False,False,True,False,False,False,False,False,False,True,8,-10.6,0.833,29.625,0.611,1.29,0.306,5.696,2.336,0.306,2.116,1.419,-100.42,0.2,0.0,0.0,-0.152,1.75,-0.038,4.08,12.073,-0.53,-2.167,2.142,-2.194,0.463,1.642,1,-218.93,114.068,10.12,-107.91,114.144,32.29,10.451,1,-0.463,0.038,10.451,4.847,26.3,46,1.324,6.421,2.159,0.441,0.374,3.788,9.531,16.543,0.346,10.451,0.92,0.92,1.324,0.876,1,0.876,0.0,2.193,1.928,9.531,2.5,1,2,26.186,2.875,0.0,2.193,-0.038,5.983,4.129,5.604,-0.001,19.765,48.833,8,104.064,1098.066,1
170,-12.189,s,ionic,O=CC(F)(F)Cl,False,False,False,False,False,True,False,False,False,True,4,-9.38,0.5,11.167,0.259,0.427,0.377,6.283,3.446,0.295,2.126,0.591,-136.4,0.5,0.0,0.0,-0.12,1.667,-3.667,2.46,11.668,-0.18,-1.89,2.213,-2.045,0.377,1.352,0,-302.93,113.968,10.816,-157.15,114.478,5.382,10.849,0,-0.295,0.63,10.849,21.698,17.07,36,0.223,0.0,1.512,0.367,0.375,2.561,4.795,35.496,0.078,8.944,0.564,0.564,0.134,0.0,0,0.0,11.601,1.163,0.0,13.575,1.833,0,1,0.0,1.833,0.0,0.659,0.0,5.207,1.823,5.82,0.044,11.601,37.9,6,113.47,823.55,0
171,-4.732,s,ROMP,O=C1OC2C=CCC1C2,False,True,False,False,False,False,False,False,False,True,8,-0.1,0.571,38.889,0.587,1.227,0.309,5.752,2.258,0.309,2.285,1.019,-68.74,0.27,12.152,12.152,-0.142,1.667,-0.009,4.09,12.073,-0.79,-2.043,2.338,-2.054,0.458,2.092,1,-186.92,124.052,9.961,-118.08,124.139,18.946,10.794,2,-0.458,0.009,10.794,4.959,26.3,48,1.889,6.421,1.593,0.354,0.442,4.36,9.531,16.55,0.494,10.794,0.909,0.909,1.889,1.375,1,1.375,0.0,2.572,0.0,9.531,2.556,1,2,12.842,3.222,0.0,2.572,0.171,6.268,4.094,5.031,-0.013,12.497,53.503,9,116.075,1235.324,2
172,-5.712,s,ROP,CCCC1(CCC)CCCOC1=O,False,False,True,False,False,False,False,False,False,True,8,-10.6,0.909,21.231,0.637,1.062,0.312,5.769,2.665,0.312,2.384,1.209,-126.99,0.47,0.0,0.0,-0.163,1.308,-0.123,4.01,12.576,-0.53,-2.341,2.395,-2.367,0.465,2.111,1,-292.41,184.146,9.744,-154.82,184.279,52.372,11.674,1,-0.465,0.058,11.674,5.16,26.3,76,2.923,0.0,4.635,0.628,0.392,6.249,9.531,16.536,0.362,11.674,1.624,1.624,2.923,2.367,1,2.367,13.847,4.02,4.909,9.531,1.923,1,2,52.372,2.385,-0.123,4.02,0.058,9.734,6.283,10.55,0.031,25.683,80.658,13,164.119,1784.358,1
173,-5.497,l,cationic,C1CCOC1,False,False,False,True,False,False,False,False,True,False,7,-5.9,1.0,24.0,0.469,0.344,0.047,4.432,2.083,0.047,1.978,0.562,-42.92,0.0,0.0,0.0,0.198,1.0,1.0,1.76,13.214,-0.04,-1.764,1.943,-1.743,0.381,1.76,1,-118.14,72.058,10.394,-69.32,72.107,12.842,4.944,1,-0.381,1.0,4.944,4.944,9.23,30,0.827,13.214,1.41,0.411,0.364,2.5,4.737,16.478,0.181,0.0,0.622,0.622,0.827,0.51,1,0.51,0.0,1.319,2.0,4.737,1.6,1,1,12.842,1.8,0.0,1.319,0.0,3.536,2.592,3.162,0.002,12.842,31.942,5,64.043,686.291,1
174,-6.166,s,ROP,O=C1OCC2CC3C=CC12O3,False,False,True,False,False,False,False,False,False,True,7,-3.5,0.625,51.455,0.704,1.217,0.342,5.856,2.134,0.342,2.467,1.603,-128.34,0.46,12.152,12.152,-0.152,1.636,-0.662,5.35,24.281,-0.83,-2.149,2.601,-2.347,0.463,2.616,2,-260.57,152.047,9.856,-128.73,152.149,18.126,11.237,3,-0.463,0.174,11.237,10.436,35.53,58,2.763,5.918,1.505,0.369,0.434,5.311,14.268,16.606,0.548,11.237,1.0,1.0,2.763,2.158,2,2.158,0.0,3.34,0.541,14.268,2.545,3,3,6.421,3.273,-0.662,3.34,0.087,7.475,5.017,5.774,0.032,12.497,63.975,11,144.085,1509.841,3
175,-3.227,s,cationic,C1CCOCOC1,False,False,False,True,False,False,False,False,False,True,9,-0.5,1.0,24.0,0.629,0.546,0.146,4.382,2.042,0.146,1.955,0.815,-87.6,0.0,0.0,0.0,-0.032,0.857,0.5,2.14,20.007,-0.08,-1.929,1.941,-1.934,0.355,1.902,1,-196.7,102.068,10.342,-108.6,102.133,12.842,4.972,1,-0.355,0.5,4.972,9.944,18.46,42,0.994,13.214,2.993,0.449,0.599,3.5,9.474,16.66,0.238,0.0,0.822,0.822,0.994,0.585,1,0.585,0.0,1.641,2.25,9.474,1.429,1,2,12.842,2.0,0.0,1.641,0.0,4.95,3.15,5.065,0.006,12.842,43.42,7,92.053,960.808,1
176,-6.668,s,ROP,CCC1(CC)CCCOC1=O,False,False,True,False,False,False,False,False,False,True,8,-10.6,0.889,22.909,0.63,1.062,0.312,5.768,2.693,0.312,2.357,1.261,-117.19,0.38,0.0,0.0,-0.162,1.455,-0.141,4.04,12.576,-0.53,-2.323,2.379,-2.356,0.465,2.063,1,-272.81,156.115,9.771,-145.02,156.225,39.531,11.356,1,-0.465,0.022,11.356,5.037,26.3,64,2.819,0.0,3.245,0.572,0.392,5.249,9.531,16.536,0.362,11.356,1.342,1.342,2.819,1.723,1,1.723,13.847,3.227,4.757,9.531,2.091,1,2,39.531,2.455,-0.141,3.227,0.022,8.32,5.42,8.566,0.026,25.683,67.928,11,140.097,1509.841,1
177,-3.776,l,ROP,CC1CCC(=O)OC1,False,False,True,False,False,False,False,False,True,False,8,-10.6,0.833,29.625,0.598,1.178,0.305,5.694,2.292,0.305,2.118,1.358,-97.67,0.2,0.0,0.0,-0.149,1.75,-0.039,4.08,12.576,-0.53,-2.159,2.14,-2.184,0.465,1.77,1,-213.43,114.068,10.053,-105.16,114.144,19.765,10.386,1,-0.465,0.039,10.386,4.751,26.3,46,1.37,6.421,2.159,0.438,0.449,3.788,9.531,16.534,0.302,10.386,0.92,0.92,1.37,0.755,1,0.755,6.924,2.327,2.714,9.531,2.5,1,2,19.765,2.875,0.0,2.327,0.538,5.983,4.332,5.604,0.023,12.339,48.833,8,104.064,1098.066,1
178,-9.321,l,ionic,CCCCCCC=O,False,False,False,False,False,True,False,False,True,False,4,-9.65,0.857,9.125,0.447,0.554,0.119,5.484,2.616,0.119,1.989,0.65,-64.58,0.6,0.0,0.0,-0.107,1.25,0.75,2.97,6.286,-0.33,-1.898,1.83,-1.758,0.303,1.809,0,-159.83,114.104,10.161,-85.6,114.188,39.028,9.768,0,-0.303,0.75,9.768,0.0,17.07,48,1.176,6.421,6.67,0.395,0.387,3.914,4.795,16.129,0.159,9.768,1.111,1.111,1.176,0.654,0,0.654,6.924,2.016,2.168,4.795,2.0,0,1,39.028,2.5,0.0,2.016,0.0,6.243,3.868,7.67,-0.001,6.421,51.09,8,100.076,1098.066,0
179,-3.25,s,ROP,CC1CC(=O)O1,False,False,True,False,False,False,False,False,False,True,6,-23.9,0.75,31.5,0.495,1.299,0.309,5.744,2.278,0.309,2.096,1.326,-77.32,0.25,0.0,0.0,-0.167,2.0,-0.067,3.78,12.073,-0.53,-2.197,2.219,-2.287,0.462,1.325,1,-199.33,86.037,10.204,-98.11,86.09,19.449,9.888,1,-0.462,0.067,9.888,4.5,26.3,34,0.787,0.0,0.965,0.397,0.406,2.788,9.531,16.566,0.29,9.888,0.638,0.638,0.787,0.449,1,0.449,4.737,1.505,1.876,9.531,2.5,1,2,13.345,2.5,0.0,1.505,-0.067,4.569,3.214,3.653,-0.002,6.924,36.103,6,80.042,823.55,1
180,-13.121,s,ionic,O=CC(F)(F)F,False,False,False,False,False,True,False,False,False,True,4,-15.8,0.5,11.167,0.281,0.285,0.446,5.561,3.446,0.293,2.078,0.437,-181.68,0.5,0.0,0.0,-0.156,1.333,-4.639,2.47,12.462,-0.54,-1.87,2.244,-2.065,0.446,1.352,0,-406.33,97.998,10.772,-208.85,98.023,6.176,10.417,0,-0.293,1.062,10.417,31.25,17.07,36,0.134,0.0,1.279,0.408,0.4,2.561,4.795,19.413,-0.093,8.701,0.459,0.459,0.134,0.0,0,0.0,0.0,0.659,0.0,17.966,1.5,0,1,0.0,1.5,0.0,0.659,0.0,5.207,1.007,5.46,0.048,0.0,31.762,6,97.015,823.55,0
181,-8.58,s,vinyl/acrylic,C=C(C)C(=O)Oc1c(C)cccc1C,False,False,False,False,False,False,True,False,False,True,4,-22.74,0.25,9.643,0.556,1.022,0.338,5.887,2.968,0.338,2.224,0.919,-65.29,0.75,41.478,30.351,-0.13,1.286,-0.373,2.45,5.969,-1.57,-2.09,2.089,-2.095,0.423,2.107,0,-196.56,190.099,10.124,-108.53,190.242,20.771,11.295,0,-0.423,0.373,11.295,5.199,26.3,74,1.952,5.573,4.093,0.407,0.57,6.52,4.795,16.537,0.795,11.295,1.593,1.593,1.952,1.14,0,1.14,6.579,3.391,8.992,9.531,1.786,0,2,18.051,2.214,2.326,3.391,0.267,10.715,6.017,10.51,-0.006,31.898,84.207,14,176.13,1921.616,1
182,-9.273,s,vinyl/acrylic,C=C1CCCOC1=O,True,False,False,False,False,False,True,False,False,True,4,-19.72,0.5,20.5,0.549,0.589,0.333,5.877,2.517,0.333,2.098,1.335,-72.17,0.6,12.152,12.152,-0.141,1.625,-0.226,4.52,12.576,-0.79,-2.108,2.119,-2.135,0.462,1.768,1,-204.18,112.052,10.13,-112.29,112.128,12.842,10.472,1,-0.462,0.226,10.472,4.652,26.3,44,1.145,5.573,1.987,0.343,0.556,3.805,9.531,16.534,0.545,10.472,0.877,0.877,1.145,0.655,1,0.655,11.316,1.843,4.088,9.531,2.375,1,2,12.842,2.75,0.608,1.843,-0.226,5.983,3.858,5.349,0.002,12.842,48.144,8,104.064,1098.066,1
183,-4.637,s,ROP,CCCCC1(CCCC)CCCOC1=O,False,False,True,False,False,False,False,False,False,True,8,-10.6,0.923,20.0,0.65,1.062,0.312,5.769,2.594,0.312,2.393,1.196,-136.79,0.53,0.0,0.0,-0.163,1.2,-0.121,4.0,12.576,-0.53,-2.347,2.4,-2.37,0.465,2.267,1,-312.01,212.178,9.736,-164.62,212.333,65.214,11.906,1,-0.465,0.079,11.906,5.249,26.3,88,3.484,0.0,6.14,0.628,0.392,7.249,9.531,16.536,0.362,11.906,1.906,1.906,3.484,2.44,1,2.44,13.847,4.727,5.002,9.531,1.8,1,2,65.214,2.267,-0.121,4.727,0.079,11.148,7.331,12.539,0.031,25.683,93.388,15,188.141,2058.874,1
184,-5.258,s,ROP,S=C1OC2C=CCOC2CS1,False,False,True,False,False,False,False,False,False,True,8,0.0,0.571,36.182,0.678,1.328,0.22,8.222,2.08,0.22,2.244,1.303,-26.93,0.38,12.152,12.152,0.005,1.636,0.067,4.18,28.95,-0.06,-2.314,2.293,-2.392,0.468,2.041,1,-73.64,187.997,10.156,-46.71,188.273,12.208,5.438,2,-0.468,0.067,5.438,11.451,18.46,60,2.973,5.753,3.127,0.422,0.736,5.36,9.474,32.181,1.216,0.0,1.236,1.236,1.696,2.222,1,1.141,0.0,4.065,0.706,9.474,2.545,2,4,0.0,3.455,0.0,2.443,0.924,7.682,6.277,7.582,-0.053,18.294,74.937,11,180.209,1509.841,2
186,-1.912,s,cationic,C1COCO1,False,False,False,True,False,False,False,False,False,True,7,-6.0,1.0,24.0,0.59,0.543,0.146,4.284,2.083,0.146,1.854,0.629,-72.3,0.0,0.0,0.0,0.069,1.0,0.5,1.67,20.007,-0.08,-1.756,1.934,-1.785,0.353,1.76,1,-177.1,74.037,10.818,-98.8,74.079,0.0,4.722,1,-0.353,0.5,4.722,9.444,18.46,30,0.539,0.0,1.381,0.402,0.59,2.5,9.474,16.699,0.204,0.0,0.54,0.54,0.539,0.295,1,0.295,0.0,0.934,2.056,9.474,1.6,1,2,0.0,1.8,0.0,0.934,0.0,3.536,1.967,3.123,0.001,0.0,30.69,5,68.031,686.291,1
187,-5.497,s,ROP,O=C1OC2CCCCC2O1,False,False,True,False,False,False,False,False,False,True,7,0.0,0.857,38.2,0.604,1.013,0.509,5.621,2.037,0.427,2.283,0.88,-151.0,0.42,0.0,0.0,0.11,1.1,-0.475,4.64,18.363,-0.73,-2.19,2.373,-2.254,0.509,2.272,2,-307.22,142.063,9.952,-156.22,142.154,37.891,10.565,2,-0.427,0.071,10.565,9.808,35.53,56,2.137,0.0,2.146,0.48,0.424,4.86,9.474,16.771,0.619,10.565,1.011,1.011,2.137,1.607,1,1.607,0.0,2.847,0.0,14.268,1.6,1,3,25.683,2.1,0.0,2.847,0.0,6.975,3.817,6.011,0.022,25.683,59.306,10,132.074,1372.583,2
188,-2.605,l,ROP,CC1OCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,8,-0.3,0.8,29.625,0.73,1.322,0.31,5.695,2.336,0.31,2.031,1.536,-140.9,0.2,0.0,0.0,-0.192,1.75,-0.337,3.26,18.866,-0.57,-2.177,2.145,-2.252,0.436,1.642,1,-293.77,116.047,10.422,-152.57,116.116,19.635,10.371,1,-0.436,0.163,10.371,9.53,35.53,46,0.956,0.0,2.132,0.427,0.66,3.788,14.268,16.707,0.279,10.371,0.838,0.838,0.956,0.586,1,0.586,4.737,1.678,2.205,14.268,2.5,1,3,13.345,2.875,0.0,1.678,-0.163,5.983,4.033,5.565,0.012,6.924,47.582,8,108.052,1098.066,1
189,-12.906,s,vinyl/acrylic,C=C(C)C(=O)O,False,False,False,False,False,False,True,False,False,True,4,-22.74,0.25,7.5,0.422,0.556,0.33,5.844,3.568,0.33,1.805,0.642,-86.54,0.5,12.152,12.152,-0.132,1.833,-0.935,2.07,11.076,-0.79,-1.793,1.897,-1.917,0.478,1.361,0,-239.06,86.037,10.371,-129.78,86.09,6.924,9.6,0,-0.478,0.176,9.6,0.0,37.3,34,0.365,5.573,1.598,0.475,0.431,2.643,4.795,16.366,0.355,9.6,0.704,0.704,0.365,0.0,0,0.0,6.579,1.085,4.602,9.901,2.0,0,1,6.924,2.0,0.176,1.085,-0.935,5.155,2.806,5.21,0.636,6.924,36.1,6,80.042,823.55,0
190,-3.633,s,ROP,COC(=O)C1CCC(=O)OC1,False,False,True,False,False,False,False,False,False,True,8,-10.6,0.714,24.091,0.93,1.883,0.312,5.764,2.385,0.312,2.148,1.758,-175.73,0.38,0.0,0.0,-0.158,1.727,-0.294,3.91,25.655,-1.06,-2.182,2.258,-2.281,0.469,2.046,1,-369.55,158.058,10.027,-183.22,158.153,12.842,10.86,1,-0.469,0.172,10.86,9.168,52.6,62,1.677,6.421,3.366,0.508,0.872,5.236,19.063,16.546,0.361,21.405,1.135,1.135,1.677,0.994,1,0.994,9.474,2.442,0.172,19.063,2.455,1,4,12.842,2.909,0.0,2.442,-0.777,8.268,5.265,8.041,0.008,6.421,64.473,11,148.073,1509.841,1
191,-6.214,s,vinyl/acrylic,C=C(C)c1ccccn1,False,False,False,False,False,False,True,False,False,True,4,-18.08,0.125,9.0,0.588,1.039,0.065,5.565,2.981,0.065,2.041,0.841,41.31,0.64,36.669,30.975,1.27,1.556,0.97,2.14,4.984,-1.11,-1.93,1.876,-1.797,0.257,1.9,0,25.96,119.073,10.214,2.73,119.167,6.924,4.079,0,-0.257,0.97,4.079,0.0,12.89,46,1.102,6.197,2.444,0.551,0.548,4.305,0.0,14.655,0.803,4.079,1.055,1.055,1.102,0.615,0,0.615,11.563,1.995,5.71,0.0,2.333,0,1,12.618,2.667,1.98,1.995,0.0,6.69,4.611,6.017,0.008,24.63,55.056,9,110.095,1235.324,1
192,-2.414,s,ROP,C=CCOCC1(CC)COC(=O)OC1,False,False,True,False,False,False,False,False,False,True,8,-1.7,0.7,19.643,0.914,1.007,0.508,5.602,2.407,0.433,2.267,1.542,-167.65,0.5,12.655,12.655,-0.092,1.571,-0.585,5.32,32.583,-1.03,-2.338,2.359,-2.42,0.508,2.22,1,-355.93,200.105,9.874,-186.58,200.234,13.345,10.695,1,-0.433,0.184,10.695,15.059,44.76,80,2.386,0.0,5.002,0.385,0.876,6.722,14.211,16.734,0.34,10.695,1.558,1.558,2.386,1.256,1,1.256,6.579,3.485,7.379,19.005,2.214,1,4,13.345,2.714,-0.184,3.485,0.0,10.441,6.047,11.047,0.042,6.421,83.83,14,184.106,1921.616,1
