,Tc (C),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,RDKIT_MolWt,PEP_dHf_1,MIX_dSsolv298(kJ/mol/K),PEP_dH_(kcal/mol),RDKIT_NumValenceElectrons,RDKIT_Kappa2,SOLUTE_L_ML,RDKIT_SlogP_VSA6,SOLUTE_E_ML,RDKIT_LabuteASA,PEP_dHf_0,RDKIT_EState_VSA8,RDKIT_FpDensityMorgan3,SOLUTE_V_ML,MIX_logK,SOLUTE_B_ML,RDKIT_VSA_EState4,RDKIT_NumSaturatedRings,STERICS_Wiener_Index,SOLUTE_B_GC,RDKIT_SPS,RDKIT_MaxEStateIndex,SOLUTE_S_ML,RDKIT_VSA_EState2,RDKIT_BCUT2D_CHGHI,RDKIT_MaxPartialCharge,SOLUTE_E_GC,RDKIT_Chi1n,RDKIT_MinEStateIndex,RDKIT_HeavyAtomMolWt,RDKIT_SMR_VSA7,RDKIT_PEOE_VSA14,SOLUTE_L_GC,RDKIT_SlogP_VSA2,RDKIT_VSA_EState1,PEP_dHf_2,RDKIT_PEOE_VSA1,RDKIT_RingCount,RDKIT_MinPartialCharge,RDKIT_Chi4v,RDKIT_Chi0v,STERICS_VDW_Volume,RDKIT_Chi0,RDKIT_SMR_VSA1,RDKIT_FpDensityMorgan2,RDKIT_NumAliphaticRings,RDKIT_NumSaturatedHeterocycles,RDKIT_SlogP_VSA5,RDKIT_Chi1v,RDKIT_ExactMolWt,RDKIT_Kappa3,RDKIT_NumAliphaticHeterocycles,RDKIT_PEOE_VSA7,RDKIT_SMR_VSA5,RDKIT_Chi2n,RDKIT_fr_lactone,RDKIT_VSA_EState7,RDKIT_BCUT2D_CHGLO,STERICS_Side_Chain_Ratio,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_BCUT2D_MRHI,MIX_logP,TANIMOTO,RDKIT_VSA_EState8,RDKIT_Chi3n,RDKIT_MaxAbsEStateIndex,RDKIT_fr_ether,RDKIT_Chi1,DIPOLE_mmff94,STERICS_Backbone_Length,RDKIT_NumHAcceptors,SOLUTE_V_GC,RDKIT_qed,STERICS_Volume,RDKIT_Chi2v,RDKIT_MinAbsEStateIndex,RDKIT_TPSA,MIX_dHsolv298(kJ/mol),RDKIT_HeavyAtomCount,SOLUTE_A_ML,RDKIT_AvgIpc,RDKIT_BCUT2D_MRLOW,RDKIT_FractionCSP3,RDKIT_VSA_EState5,RDKIT_BCUT2D_MWHI,RDKIT_Kappa1,RDKIT_BCUT2D_LOGPHI,RDKIT_NOCount,RDKIT_PEOE_VSA8,MIX_dGsolv298(kJ/mol),RDKIT_BCUT2D_LOGPLOW,RDKIT_FpDensityMorgan1,RDKIT_SlogP_VSA3,RDKIT_BalabanJ,RDKIT_HallKierAlpha,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_BCUT2D_MWLOW,SOLUTE_S_GC,RDKIT_Chi0n
228,188.388,s,cationic,C1CCOCOC1,False,False,False,True,False,False,False,False,False,True,102.133,-108.6,-0.054,-0.5,42,2.993,3.15,0.0,0.297,43.42,-87.6,0.0,2.0,0.822,3.82,0.629,0.0,1,120,0.599,24.0,4.972,0.815,0.0,1.941,0.146,0.238,2.655,0.5,92.053,0.0,0.0,3.117,20.007,9.944,-196.7,9.474,1,-0.355,0.585,4.352,171.003,4.95,9.474,1.429,1,1,12.842,2.655,102.068,1.9,1,12.842,12.842,1.641,0,2.306,-1.929,0.0,0.994,0.585,4.382,3.25,0.0,2.25,0.994,4.972,2,3.5,2.04,9,2,0.822,0.449,960.808,1.641,0.5,18.46,-37.74,7,0.006,1.902,-0.032,1.0,0.0,16.66,5.065,1.955,2,13.214,-21.79,-1.934,0.857,9.474,2.042,-0.08,0.355,0.146,10.342,0.546,4.352
229,192.56,s,ROP,CCCCC1CCCOC1=O,False,False,True,False,False,False,False,False,False,True,156.225,-139.86,-0.05,-10.6,64,4.369,5.815,0.0,0.345,67.928,-112.03,6.924,3.091,1.342,3.6,0.633,0.0,1,294,0.438,24.818,11.078,1.322,11.078,2.221,0.308,0.37,4.509,0.032,140.097,0.0,5.969,5.837,12.576,4.949,-262.49,4.737,1,-0.465,1.451,7.136,268.719,8.104,9.531,2.455,1,1,39.028,4.509,156.115,2.524,1,19.262,39.028,3.149,1,5.442,-2.196,0.38,2.181,1.451,5.724,3.02,0.056,2.787,2.181,11.078,1,5.343,4.07,8,2,1.342,0.585,1509.841,3.149,0.032,26.3,-35.47,11,0.027,2.033,-0.153,0.889,0.244,16.535,8.566,2.2,2,0.0,-20.53,-2.233,1.636,9.531,2.24,-0.53,0.465,0.308,9.955,0.935,7.136
230,194.055,s,ROP,CCCCCC1CCCOC1=O,False,False,True,False,False,False,False,False,False,True,170.252,-144.76,-0.05,-10.6,70,5.175,6.238,0.0,0.334,74.293,-116.93,6.924,3.0,1.483,3.57,0.624,0.0,1,369,0.438,23.75,11.166,1.344,11.166,2.222,0.308,0.37,5.009,0.039,152.108,0.0,5.969,6.33,12.576,4.982,-272.29,4.737,1,-0.465,1.641,7.844,293.148,8.812,9.531,2.333,1,1,45.449,5.009,170.131,2.839,1,19.262,45.449,3.502,1,6.777,-2.198,0.43,2.431,1.641,5.724,2.99,0.054,2.822,2.431,11.166,1,5.843,4.08,8,2,1.483,0.478,1647.099,3.502,0.039,26.3,-35.37,12,0.024,2.087,-0.153,0.9,0.252,16.535,9.557,2.205,2,0.0,-20.35,-2.233,1.5,9.531,2.157,-0.53,0.465,0.308,9.949,0.935,7.844
231,196.992,s,ROP,O=C1CCC2(CCO1)OCCCCO2,True,False,True,False,False,False,False,False,False,True,200.234,-208.6,-0.052,-11.1,80,4.275,6.363,0.0,0.567,83.514,-180.37,0.0,2.429,1.492,3.65,1.012,0.0,2,452,1.155,27.857,11.062,1.693,11.062,2.358,0.305,0.48,5.243,-0.539,184.106,0.0,5.969,7.06,31.577,16.383,-400.07,14.211,2,-0.465,1.861,8.29,342.006,9.856,19.005,1.714,2,2,32.104,5.243,200.105,2.247,2,12.842,37.891,3.785,1,3.775,-2.294,0.44,2.725,1.861,5.692,3.08,0.029,1.876,2.725,11.062,3,6.808,4.51,9,4,1.492,0.552,1921.616,3.785,0.14,44.76,-36.2,14,0.021,2.5,-0.232,0.9,-0.679,16.702,9.927,2.293,4,12.842,-20.83,-2.352,1.0,19.005,2.003,-0.61,0.465,0.305,10.088,1.673,8.29
232,197.063,s,ROMP,COC(=O)C1C2CCC=CCCC2C1C(=O)OC,False,True,False,False,False,False,False,False,False,True,252.31,-206.92,-0.062,0.0,100,5.548,7.519,12.152,0.75,107.332,-158.12,12.152,1.611,1.97,3.93,1.107,0.0,1,816,0.964,34.556,11.83,1.314,23.66,2.569,0.309,0.734,6.51,-0.307,232.15,12.152,11.939,9.021,26.158,9.671,-365.04,9.474,2,-0.469,3.435,10.926,439.722,13.121,19.063,1.278,2,0,25.683,6.51,252.136,2.158,0,37.519,25.683,5.052,0,8.181,-2.491,0.5,4.306,3.435,5.844,3.33,0.069,0.0,4.306,11.83,2,8.702,2.7,10,4,1.97,0.556,2470.649,5.052,0.267,52.6,-40.98,18,0.0,2.354,-0.18,0.714,-0.608,16.532,13.12,2.519,4,0.0,-22.41,-2.545,0.889,19.063,2.173,-1.32,0.469,0.309,9.533,2.035,10.926
233,198.928,s,ROP,C=CCOCC1(CC)COC(=O)OC1,False,False,True,False,False,False,False,False,False,True,200.234,-186.58,-0.052,-1.7,80,5.002,6.047,12.655,0.459,83.83,-167.65,6.579,2.714,1.558,3.66,0.914,-0.184,1,482,0.876,19.643,10.695,1.542,10.695,2.359,0.508,0.34,4.705,-0.585,184.106,12.655,6.155,5.295,32.583,15.059,-355.93,14.211,1,-0.433,1.256,8.453,342.006,10.441,19.005,2.214,1,1,13.345,4.705,200.105,2.734,1,6.421,13.345,3.485,2,1.967,-2.338,0.5,2.386,1.256,5.602,3.09,0.051,7.379,2.386,10.695,3,6.722,5.29,8,4,1.558,0.385,1921.616,3.485,0.184,44.76,-36.33,14,0.042,2.22,-0.092,0.7,0.0,16.734,11.047,2.267,4,0.0,-20.9,-2.42,1.571,14.211,2.407,-1.03,0.508,0.433,9.874,1.007,8.453
234,203.025,l,vinyl/acrylic,C=C(C)C(=O)OCC,False,False,False,False,False,False,True,False,True,False,114.144,-133.59,-0.058,-22.74,46,3.243,3.241,12.152,0.204,49.149,-90.35,11.316,2.375,0.985,3.9,0.455,0.451,0,123,0.479,8.25,10.421,0.506,10.421,1.976,0.333,0.159,2.508,-0.312,104.064,12.152,5.969,3.272,12.576,4.565,-246.68,4.737,0,-0.463,0.254,5.231,195.432,6.569,9.531,2.25,0,0,13.847,2.508,114.068,2.395,0,13.847,13.847,1.501,0,0.0,-1.963,0.6,0.624,0.254,5.864,1.83,1.0,7.209,0.624,10.421,1,3.681,2.02,4,2,0.985,0.397,1098.066,1.501,0.312,26.3,-39.69,8,0.002,1.671,-0.138,0.5,-0.312,16.532,7.21,1.891,2,5.573,-22.26,-2.028,1.75,9.531,3.49,-0.79,0.463,0.333,10.361,0.529,5.231
235,205.214,s,ROP,CC1(C)COC(=O)OC1,False,False,True,False,False,False,False,False,False,True,130.143,-169.2,-0.048,-1.7,52,1.898,4.121,0.0,0.306,53.947,-150.27,9.474,2.111,0.978,3.12,0.607,-0.006,1,174,0.465,24.444,10.306,1.32,10.306,2.272,0.508,0.218,2.897,-0.547,120.063,0.0,6.155,3.057,19.369,9.264,-321.17,9.474,1,-0.434,0.592,5.639,219.861,6.906,14.268,1.778,1,1,13.847,2.897,130.063,1.59,1,0.0,13.847,2.992,2,-0.547,-2.271,0.27,1.162,0.592,5.601,0.55,0.091,4.899,1.162,10.306,2,4.101,4.84,8,3,0.978,0.462,1235.324,2.992,0.006,35.53,-32.0,9,0.03,1.776,-0.044,0.833,0.0,16.732,6.391,2.195,3,5.415,-17.83,-2.336,1.333,9.474,2.437,-0.73,0.508,0.434,9.96,0.709,5.639
236,210.495,s,ROP,CCCCCCC1CCCOC1=O,False,False,True,False,False,False,False,False,False,True,184.279,-149.66,-0.051,-10.6,76,6.005,6.733,0.0,0.32,80.658,-121.83,6.924,2.923,1.624,3.54,0.628,0.0,1,458,0.438,22.846,11.236,1.344,11.236,2.223,0.308,0.37,5.509,0.044,164.119,0.0,5.969,6.822,12.576,5.009,-282.09,4.737,1,-0.465,1.818,8.551,317.577,9.519,9.531,2.231,1,1,51.869,5.509,184.146,3.792,1,19.262,51.869,3.856,1,8.152,-2.199,0.47,2.681,1.818,5.724,2.97,0.053,2.846,2.681,11.236,1,6.343,4.07,8,2,1.624,0.485,1784.358,3.856,0.044,26.3,-35.29,13,0.025,2.152,-0.153,0.909,0.258,16.535,10.55,2.209,2,0.0,-20.21,-2.233,1.385,9.531,2.082,-0.53,0.465,0.308,9.946,0.935,8.551
237,211.231,s,ROP,CCC1CCCOC1=O,True,False,True,False,False,False,False,False,False,True,128.171,-130.06,-0.049,-10.6,52,2.853,4.938,0.0,0.361,55.198,-102.23,0.0,3.0,1.061,3.65,0.638,0.0,1,182,0.438,27.667,10.803,1.338,10.803,2.206,0.308,0.37,3.509,0.003,116.075,0.0,5.969,4.852,12.576,4.842,-242.89,4.737,1,-0.465,1.109,5.722,219.861,6.69,9.531,2.556,1,1,26.186,3.509,128.084,1.437,1,19.262,26.186,2.415,1,2.998,-2.181,0.27,1.767,1.109,5.723,3.08,0.062,2.659,1.767,10.803,1,4.343,4.08,8,2,1.061,0.498,1235.324,2.415,0.003,26.3,-35.5,9,0.017,1.893,-0.152,0.857,0.197,16.535,6.588,2.168,2,0.0,-20.83,-2.225,1.778,9.531,2.39,-0.53,0.465,0.308,9.991,0.935,5.722
238,212.129,g,ionic,C=O,False,False,False,False,False,True,False,True,False,False,30.026,-51.35,0.0,-11.58,12,0.67,0.549,0.0,0.172,12.901,-27.7,0.0,1.5,0.265,0.0,0.22,0.0,0,10,0.344,2.0,8.0,0.346,8.0,0.636,0.106,0.128,0.289,2.0,28.01,0.0,0.0,1.361,6.789,0.0,-90.63,4.795,0,-0.307,0.0,1.115,48.858,2.0,4.795,1.5,0,0,0.0,0.289,30.011,-5.36,0,0.0,0.0,0.0,0,0.0,-0.837,0.0,0.0,0.0,5.105,0.0,-1.0,2.0,0.0,8.0,0,1.0,2.92,4,1,0.265,0.361,274.517,0.0,2.0,17.07,0.0,2,0.171,1.0,-0.098,0.0,0.0,16.121,1.67,0.494,1,0.0,0.0,-0.925,1.5,4.795,2.0,-0.33,0.307,0.106,11.889,0.389,1.115
239,213.336,l,ROMP,C1=CCCCCC1,True,True,False,False,False,False,False,False,True,False,96.173,-54.67,-0.049,-5.53,40,2.839,3.622,12.152,0.434,45.233,-0.6,12.152,1.857,0.943,3.82,0.096,0.0,0,120,0.087,21.714,2.299,0.23,0.0,1.882,-0.035,0.404,3.15,1.319,84.077,12.152,0.0,3.529,0.0,0.0,-60.8,0.0,1,-0.089,0.937,4.69,171.003,4.95,0.0,1.286,1,0,32.104,3.15,96.094,1.767,0,25.683,32.104,2.109,0,11.5,-1.859,0.0,1.408,0.937,4.832,4.35,1.0,0.0,1.408,2.299,0,3.5,0.1,9,0,0.943,0.406,960.808,2.109,1.319,0.0,-36.36,7,0.0,1.902,0.718,0.714,0.0,13.947,4.888,2.082,0,0.0,-21.79,-1.666,0.714,0.0,2.203,-0.26,0.089,0.035,10.201,0.265,4.69
240,214.661,g,vinyl/acrylic,CC=CC,False,False,False,False,False,False,True,True,False,False,56.108,-42.256,0.0,-23.215,24,2.74,1.674,12.152,0.146,27.144,-2.629,0.0,1.25,0.629,0.0,0.055,0.0,0,29,0.085,9.5,2.0,0.085,0.0,1.339,-0.047,0.144,1.488,2.0,48.044,12.152,0.0,1.924,0.0,0.0,-68.1,0.0,0,-0.092,0.0,3.155,97.716,3.414,0.0,1.25,0,0,13.847,1.488,56.063,1.74,0,13.847,13.847,0.667,0,4.0,-1.491,0.33,0.333,0.0,4.68,0.0,-1.0,4.0,0.333,2.0,0,1.914,0.12,4,0,0.629,0.37,549.033,0.667,2.0,0.0,0.0,4,0.0,1.371,1.643,0.5,0.0,13.426,3.74,1.567,0,0.0,0.0,-1.262,1.0,0.0,2.549,-0.26,0.092,0.047,10.597,0.189,3.155
241,216.166,s,ROP,CCCC1CCCOC1=O,False,False,True,False,False,False,False,False,False,True,142.198,-134.96,-0.05,-10.6,58,3.593,5.276,0.0,0.356,61.563,-107.13,6.924,3.1,1.202,3.61,0.63,0.0,1,232,0.438,26.1,10.962,1.313,10.962,2.217,0.308,0.37,4.009,0.021,128.086,0.0,5.969,5.345,12.576,4.904,-252.69,4.737,1,-0.465,1.349,6.429,244.29,7.397,9.531,2.5,1,1,32.607,4.009,142.099,1.723,1,19.262,32.607,2.795,1,4.168,-2.192,0.33,1.912,1.349,5.724,3.04,0.059,2.737,1.912,10.962,1,4.843,4.08,8,2,1.202,0.549,1372.583,2.795,0.021,26.3,-35.49,10,0.024,1.944,-0.153,0.875,0.229,16.535,7.576,2.189,2,0.0,-20.61,-2.231,1.7,9.531,2.324,-0.53,0.465,0.308,9.966,0.935,6.429
242,218.889,l,vinyl/acrylic,C=C(C)C(=O)OC,False,False,False,False,False,False,True,False,True,False,100.117,-125.42,-0.056,-22.74,40,2.395,2.834,12.152,0.252,42.784,-82.18,11.316,2.143,0.844,3.67,0.432,0.433,0,88,0.455,7.714,10.19,0.538,10.19,1.95,0.332,0.201,1.92,-0.347,92.053,12.152,5.969,2.862,13.079,4.273,-230.34,4.737,0,-0.466,0.174,4.524,171.003,5.862,9.531,2.143,0,0,6.924,1.92,100.052,1.978,0,6.924,6.924,1.272,0,0.0,-1.91,0.56,0.534,0.174,5.862,1.78,1.0,4.954,0.534,10.19,1,3.181,2.01,4,2,0.844,0.359,960.808,1.272,0.347,26.3,-37.72,7,-0.001,1.646,-0.135,0.4,-0.347,16.523,6.21,1.865,2,5.573,-20.95,-1.984,1.714,9.531,3.578,-0.79,0.466,0.332,10.365,0.566,4.524
243,219.356,l,ROP,CC1OCCOC1=O,False,False,True,False,False,False,False,False,True,False,116.116,-149.48,-0.081,1.6,46,2.132,3.92,0.0,0.406,47.582,-134.05,4.737,2.75,0.838,5.75,0.71,0.0,1,143,0.828,29.625,10.447,1.537,10.447,2.18,0.335,0.367,2.587,-0.358,108.052,0.0,5.969,3.472,25.287,9.542,-281.93,9.474,1,-0.461,0.553,4.716,195.432,5.983,14.268,2.375,1,1,6.924,2.587,116.047,0.98,1,6.924,13.028,1.681,1,-0.358,-2.167,0.2,1.027,0.553,5.741,-0.13,1.0,2.623,1.027,10.447,2,3.805,3.58,8,3,0.838,0.416,1098.066,1.681,0.253,35.53,-56.85,8,0.017,1.768,-0.169,0.8,-0.253,16.609,5.565,1.99,3,0.0,-32.8,-2.309,1.625,14.268,2.393,-0.57,0.461,0.335,10.38,0.82,4.716
244,224.352,l,ROP,O=C1NC2CCCC1C2,False,False,True,False,False,False,False,False,True,False,125.171,-60.47,-0.11,-6.5,50,1.723,5.048,0.0,0.679,54.629,-57.17,5.317,3.0,0.993,8.0,0.734,0.0,2,156,0.717,40.667,10.945,1.43,10.945,2.34,0.223,0.738,3.664,0.303,114.083,0.0,0.0,4.947,11.949,0.0,-124.14,5.317,2,-0.353,1.878,5.391,219.861,6.268,4.795,2.333,2,1,25.683,3.664,125.084,0.732,1,19.262,31.725,3.069,0,4.692,-2.135,0.36,2.391,1.878,5.81,1.19,1.0,0.0,2.391,10.945,0,4.36,3.94,7,1,0.993,0.506,1235.324,3.069,0.303,29.1,-77.81,9,0.33,2.092,-0.122,0.857,0.682,16.151,5.27,2.289,2,11.96,-45.64,-2.236,1.444,4.795,2.151,-0.53,0.353,0.223,9.902,1.006,5.391
245,226.85,g,vinyl/acrylic,C=Cc1ccccc1,False,False,False,False,False,False,True,True,False,False,104.152,-4.19,0.0,-19.2,40,2.314,3.931,36.911,0.854,49.472,35.51,6.579,2.125,0.955,0.0,0.17,1.174,0,121,0.185,8.5,3.631,0.652,0.0,1.753,-0.026,0.836,2.608,1.174,96.088,42.474,0.0,4.103,0.0,0.0,12.12,0.0,1,-0.098,0.589,4.671,195.432,5.82,0.0,1.75,0,0,5.563,2.608,104.063,0.969,0,5.563,0.0,1.615,0,1.833,-1.848,0.6,1.035,0.589,5.452,0.0,-1.0,3.631,1.035,3.631,0,3.932,0.13,4,0,0.955,0.513,1098.066,1.615,1.174,0.0,0.0,8,-0.003,1.903,1.667,0.0,0.0,13.814,5.104,1.969,0,0.0,0.0,-1.633,1.125,0.0,2.991,-1.04,0.098,0.026,10.213,0.617,4.671
246,226.85,l,ROP,CC1(C)COC(=O)OC1,False,False,True,False,False,False,False,False,True,False,130.143,-169.2,-0.066,-1.7,52,1.898,4.121,0.0,0.306,53.947,-150.27,9.474,2.111,0.978,5.94,0.607,-0.006,1,174,0.465,24.444,10.306,1.32,10.306,2.272,0.508,0.218,2.897,-0.547,120.063,0.0,6.155,3.057,19.369,9.264,-321.17,9.474,1,-0.434,0.592,5.639,219.861,6.906,14.268,1.778,1,1,13.847,2.897,130.063,1.59,1,0.0,13.847,2.992,2,-0.547,-2.271,0.27,1.162,0.592,5.601,0.69,1.0,4.899,1.162,10.306,2,4.101,4.84,8,3,0.978,0.462,1235.324,2.992,0.006,35.53,-53.7,9,0.03,1.776,-0.044,0.833,0.0,16.732,6.391,2.195,3,5.415,-33.9,-2.336,1.333,9.474,2.437,-0.73,0.508,0.434,9.96,0.709,5.639
247,226.85,s,ROP,CCC1(c2ccccc2)COC(=O)OC1,False,False,True,False,False,False,False,False,False,True,206.241,-139.8,-0.053,-1.7,80,3.928,6.927,30.332,0.819,89.004,-120.87,6.924,2.333,1.586,2.93,0.771,0.995,1,512,0.686,19.133,10.854,1.756,10.854,2.371,0.508,0.856,5.118,-0.56,192.129,35.895,6.155,6.412,19.369,9.956,-262.37,9.474,2,-0.433,1.844,8.733,366.435,10.726,14.268,1.8,1,1,18.908,5.118,206.094,1.819,1,11.984,18.76,3.827,2,0.333,-2.348,0.53,2.996,1.844,5.609,0.36,0.062,2.897,2.996,10.854,2,7.267,4.7,8,3,1.586,0.697,2058.874,3.827,0.171,35.53,-32.49,15,0.022,2.318,-0.029,0.417,0.0,16.733,10.023,2.31,3,0.0,-16.73,-2.421,1.2,14.889,2.263,-1.51,0.508,0.433,9.791,1.302,8.733
248,226.85,s,cationic,CCCCC1OCCOCCO1,False,False,False,True,False,False,False,False,False,True,174.24,-153.84,-0.056,-5.6,72,6.402,5.539,0.0,0.317,73.994,-136.87,6.924,2.333,1.444,3.62,1.046,0.0,1,423,0.861,21.75,5.438,0.844,0.0,2.1,0.157,0.211,4.741,0.008,156.096,0.0,0.0,5.277,32.718,16.053,-296.31,14.211,1,-0.377,1.165,7.752,293.148,8.648,14.211,1.75,1,1,26.186,4.741,174.126,4.044,1,12.842,32.476,2.926,0,3.385,-2.205,0.29,1.856,1.165,4.483,3.05,0.032,4.896,1.856,5.438,3,5.932,2.11,10,3,1.444,0.65,1647.099,2.926,0.008,27.69,-37.49,12,-0.001,2.024,-0.18,1.0,0.0,16.694,9.964,2.073,3,0.0,-20.68,-2.25,1.083,14.211,2.111,-0.12,0.377,0.157,10.233,0.604,7.752
249,237.112,g,cationic,C1CCOCOCC1,False,False,False,True,False,False,False,True,False,False,116.16,-113.5,0.0,-3.1,48,3.866,3.64,0.0,0.326,49.785,-89.9,0.0,2.0,0.963,0.0,0.692,0.0,1,165,0.538,24.0,5.052,0.736,0.0,1.943,0.146,0.255,3.155,0.5,104.064,0.0,0.0,3.394,20.007,10.104,-206.5,9.474,1,-0.355,0.762,5.059,195.432,5.657,9.474,1.375,1,1,19.262,3.155,116.084,2.285,1,19.262,19.262,1.995,0,3.646,-2.083,0.0,1.244,0.762,4.409,0.0,-1.0,2.25,1.244,5.052,2,4.0,2.06,10,2,0.963,0.473,1098.066,1.995,0.5,18.46,0.0,8,0.001,1.615,-0.066,1.0,0.0,16.658,6.046,1.993,2,13.214,0.0,-2.061,0.75,9.474,2.0,-0.08,0.355,0.146,10.24,0.464,5.059
250,238.478,l,cationic,C1CCCC1,False,False,False,True,False,False,False,False,True,False,70.135,-44.849,-0.038,-6.24,30,1.44,2.471,0.0,0.277,33.193,-18.411,0.0,0.8,0.704,2.79,0.01,0.0,1,56,0.0,24.0,1.5,0.122,0.0,1.949,-0.053,0.211,2.5,1.5,60.055,0.0,0.0,2.414,0.0,0.0,-69.5,0.0,1,-0.053,0.884,3.536,122.145,3.536,0.0,0.6,1,0,32.104,2.5,70.078,0.64,0,0.0,32.104,1.768,0,7.5,-1.671,0.0,1.25,0.884,4.505,3.68,1.0,0.0,1.25,1.5,0,2.5,0.08,7,0,0.704,0.408,686.291,1.768,1.5,0.0,-27.33,5,-0.002,1.76,0.886,1.0,0.0,14.013,3.2,2.146,0,0.0,-15.94,-1.473,0.4,0.0,2.083,0.0,0.053,0.053,10.394,0.208,3.536
251,238.742,g,vinyl/acrylic,C=CCCCCC,False,False,False,False,False,False,True,True,False,False,98.189,-55.856,0.0,-22.413,42,5.74,3.133,12.655,0.1,46.239,-15.031,13.503,2.571,1.052,0.0,0.075,0.0,0,110,0.071,8.714,3.632,0.086,0.0,1.77,-0.035,0.124,3.024,1.188,84.077,12.655,0.0,3.161,0.0,0.0,-93.3,0.0,0,-0.103,0.539,5.113,171.003,5.536,0.0,2.143,0,0,32.607,3.024,98.11,5.74,0,12.842,32.607,1.784,0,7.156,-1.873,0.56,1.012,0.539,4.642,0.0,-1.0,5.844,1.012,3.632,0,3.414,0.15,4,0,1.052,0.374,960.808,1.784,1.188,0.0,0.0,7,-0.0,1.691,0.73,0.714,0.0,13.834,6.74,1.969,0,0.0,0.0,-1.674,1.429,0.0,2.559,-0.26,0.103,0.035,10.192,0.127,5.113
252,243.084,s,ROP,O=C1CCCCO1,False,False,True,False,False,False,False,False,False,True,100.117,-118.5,-0.048,-10.6,40,1.959,3.665,0.0,0.429,42.468,-90.67,4.737,2.571,0.779,3.7,0.608,0.0,1,114,0.449,21.429,10.241,1.505,10.241,2.061,0.305,0.303,2.55,-0.036,92.053,0.0,5.969,3.653,12.576,4.639,-219.77,4.737,1,-0.466,0.63,4.145,171.003,5.113,9.531,2.286,1,1,19.262,2.55,100.052,1.18,1,12.842,19.262,1.678,1,2.685,-2.078,0.11,1.038,0.63,5.693,3.13,0.038,0.638,1.038,10.241,1,3.394,4.1,8,2,0.779,0.419,960.808,1.678,0.036,26.3,-35.39,7,-0.002,1.686,-0.146,0.8,-0.036,16.534,4.625,2.037,2,6.421,-21.11,-2.105,1.429,9.531,2.25,-0.53,0.466,0.305,10.202,1.186,4.145
253,243.789,s,ROP,O=C1NC2CCC1C2,False,False,True,False,False,False,False,False,False,True,111.144,-49.27,-0.045,-0.0,44,1.245,4.368,0.0,0.7,48.264,-52.47,5.317,2.625,0.852,4.21,0.785,0.0,2,121,0.677,42.75,10.725,1.208,10.725,2.369,0.223,0.737,3.164,0.293,102.072,0.0,0.0,4.496,11.949,0.0,-101.74,5.317,2,-0.353,1.67,4.684,195.432,5.56,4.795,2.375,2,1,19.262,3.164,111.068,0.403,1,19.262,25.304,2.715,0,3.464,-2.08,0.3,2.15,1.67,5.817,0.75,0.0,0.0,2.15,10.725,0,3.86,3.92,7,1,0.852,0.478,1098.066,2.715,0.293,29.1,-37.54,8,0.271,2.226,-0.123,0.833,0.682,16.151,4.359,2.305,2,11.96,-24.04,-2.296,1.5,4.795,2.217,-0.53,0.353,0.223,10.113,1.01,4.684
254,244.77,l,cationic,C1CCOCOC1,False,False,False,True,False,False,False,False,True,False,102.133,-108.6,-0.055,-0.5,42,2.993,3.15,0.0,0.297,43.42,-87.6,0.0,2.0,0.822,4.39,0.629,0.0,1,120,0.599,24.0,4.972,0.815,0.0,1.941,0.146,0.238,2.655,0.5,92.053,0.0,0.0,3.117,20.007,9.944,-196.7,9.474,1,-0.355,0.585,4.352,171.003,4.95,9.474,1.429,1,1,12.842,2.655,102.068,1.9,1,12.842,12.842,1.641,0,2.306,-1.929,0.0,0.994,0.585,4.382,0.55,1.0,2.25,0.994,4.972,2,3.5,2.0,9,2,0.822,0.449,960.808,1.641,0.5,18.46,-41.45,7,0.006,1.902,-0.032,1.0,0.0,16.66,5.065,1.955,2,13.214,-25.06,-1.934,0.857,9.474,2.042,-0.08,0.355,0.146,10.342,0.546,4.352
255,244.814,g,vinyl/acrylic,C=CC,True,False,False,False,False,False,True,True,False,False,42.081,-36.735,0.0,-20.5,18,1.74,0.992,12.655,0.115,20.78,4.835,6.579,2.0,0.488,0.0,0.067,0.0,0,18,0.06,4.333,3.361,0.08,0.0,1.145,-0.047,0.134,0.986,1.75,36.033,12.655,0.0,1.292,0.0,0.0,-52.4,0.0,0,-0.103,0.0,2.284,73.287,2.707,0.0,2.0,0,0,6.924,0.986,42.047,1.74,0,6.924,6.924,0.408,0,1.75,-1.305,0.2,0.0,0.0,4.512,0.0,-1.0,5.25,0.0,3.361,0,1.414,0.17,4,0,0.488,0.357,411.775,0.408,1.75,0.0,0.0,3,-0.002,0.918,1.8,0.333,0.0,13.236,2.74,1.377,0,0.0,0.0,-1.073,2.0,0.0,2.187,-0.26,0.103,0.047,10.787,0.174,2.284
