,dS (cal/mol/K),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,STERICS_Backbone_Length,MIX_dGsolv298(kJ/mol),MIX_logK,SOLUTE_B_ML,SOLUTE_S_ML,RDKIT_SPS,PEP_dH_(kcal/mol),MIX_dHsolv298(kJ/mol),RDKIT_NumAliphaticRings,RDKIT_FractionCSP3,RDKIT_BCUT2D_LOGPLOW,SOLUTE_B_GC,SOLUTE_S_GC,MIX_dSsolv298(kJ/mol/K),STERICS_Side_Chain_Ratio,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_CHGHI,SOLUTE_E_GC,RDKIT_RingCount,MIX_logP,RDKIT_BalabanJ,RDKIT_Kappa3,RDKIT_MaxEStateIndex,RDKIT_MaxAbsEStateIndex,STERICS_Volume,RDKIT_VSA_EState1,TANIMOTO,RDKIT_MinPartialCharge,RDKIT_BCUT2D_CHGLO,RDKIT_MinEStateIndex,RDKIT_MaxAbsPartialCharge,DIPOLE_mmff94,SOLUTE_L_ML,SOLUTE_L_GC,RDKIT_HeavyAtomCount,RDKIT_NumAliphaticHeterocycles,RDKIT_VSA_EState2,STERICS_Wiener_Index,RDKIT_Chi1,RDKIT_PEOE_VSA7,RDKIT_fr_lactone,STERICS_VDW_Volume,RDKIT_Chi1v,RDKIT_BCUT2D_MRHI,RDKIT_Chi1n,RDKIT_Chi4v,RDKIT_SlogP_VSA2,RDKIT_EState_VSA8,PEP_dHf_2,RDKIT_NumSaturatedRings,PEP_dHf_0,RDKIT_Chi3v,RDKIT_SlogP_VSA3,RDKIT_PEOE_VSA14,RDKIT_NumHAcceptors,RDKIT_MinAbsEStateIndex,RDKIT_HallKierAlpha,RDKIT_Chi2n,PEP_dHf_1,RDKIT_Chi3n,RDKIT_NumValenceElectrons,RDKIT_AvgIpc,RDKIT_fr_ether,RDKIT_Chi0n,RDKIT_TPSA,RDKIT_NumSaturatedHeterocycles,RDKIT_qed,RDKIT_Chi0,RDKIT_NOCount,RDKIT_VSA_EState7,RDKIT_Chi2v,SOLUTE_E_ML,RDKIT_Chi4n,RDKIT_Chi0v,RDKIT_SMR_VSA5,RDKIT_PEOE_VSA1,RDKIT_LabuteASA,RDKIT_MaxPartialCharge,RDKIT_Kappa2,SOLUTE_V_GC
305,-26.291,l,vinyl/acrylic,CC=CCC,False,False,False,False,False,False,True,False,True,False,4,-14.77,2.59,0.07,0.081,10.0,-24.076,-25.68,0,0.6,-1.431,0.096,0.142,-0.037,0.43,2.2,1.517,0.134,0,3.59,2.622,3.74,2.125,2.125,686.291,0.0,1.0,-0.092,-1.647,1.163,0.092,0.08,2.173,2.316,5,0,0.0,46,2.414,13.345,0,122.145,2.026,4.73,2.026,0.236,0.0,19.076,-77.9,0,-7.433,0.471,0.0,0.0,0,1.163,-0.26,0.977,-46.391,0.471,30,1.406,0,3.862,0.0,0,0.414,4.121,0,5.344,0.977,0.14,0.236,3.862,20.268,0.0,33.509,-0.038,3.74,0.77
306,-16.348,l,cationic,C1COC1,True,False,False,True,False,False,False,False,True,False,6,-16.91,2.96,0.419,0.731,24.0,-25.7,-28.56,1,1.0,-2.088,0.249,0.384,-0.039,0.0,1.5,1.94,0.207,1,0.42,2.0,0.115,4.722,4.722,549.033,4.722,1.0,-0.381,-2.085,1.0,0.381,2.0,2.084,2.062,4,1,0.0,35,2.0,6.421,0,97.716,1.577,4.407,1.577,0.144,13.214,0.0,-108.34,1,-18.22,0.577,4.737,0.0,1,1.0,-0.04,0.966,-64.42,0.577,24,0.722,1,2.53,9.23,1,0.392,2.828,1,1.278,0.966,0.319,0.144,2.53,6.421,4.737,25.577,0.049,0.725,0.481
307,-5.545,s,ROP,O=C1Cc2ccccc2CCO1,False,False,True,False,False,False,False,False,False,True,9,-20.41,3.58,0.636,1.782,16.167,-0.0,-36.19,1,0.3,-2.045,0.641,1.691,-0.053,0.36,2.75,2.122,1.013,2,3.0,2.37,1.326,11.024,11.024,1647.099,4.946,0.172,-0.465,-1.995,-0.111,0.465,3.9,6.224,6.619,12,1,11.024,324,5.86,11.127,1,293.148,4.085,5.732,4.085,1.455,12.576,6.066,-160.87,0,-71.82,2.088,22.373,5.969,2,0.111,-1.31,2.916,-89.05,2.088,62,2.246,1,6.747,26.3,0,0.538,8.389,2,1.276,2.916,0.969,1.455,6.747,12.842,4.737,71.16,0.31,2.972,1.246
308,-28.92,l,vinyl/acrylic,C=CCC(C)C,False,False,False,False,False,False,True,False,True,False,4,-15.63,2.74,0.064,0.072,9.167,-23.063,-28.68,0,0.667,-1.784,0.071,0.127,-0.044,0.5,2.167,1.822,0.124,0,4.09,2.814,3.74,3.601,3.601,823.55,0.0,1.0,-0.103,-1.921,0.78,0.103,0.15,2.426,2.494,6,0,0.0,71,2.77,12.339,0,146.574,2.379,4.666,2.379,0.333,0.0,20.426,-87.7,0,-12.237,0.638,0.0,0.0,0,0.78,-0.26,1.918,-52.4,0.638,36,1.349,0,4.569,0.0,0,0.45,4.992,0,3.088,1.918,0.074,0.333,4.569,20.268,0.0,39.874,-0.033,2.951,0.911
309,-5.234,s,ROP,O=C1CCC2(CCO1)OCCO2,True,False,True,False,False,False,False,False,False,True,9,-20.4,3.58,0.976,1.762,28.5,-5.5,-36.3,2,0.875,-2.296,1.155,1.599,-0.053,0.36,2.583,2.382,0.402,2,3.0,2.012,1.445,10.89,10.89,1647.099,15.801,0.031,-0.465,-2.233,-0.508,0.465,4.66,5.505,6.063,12,2,10.89,323,5.808,0.0,1,293.148,4.243,5.692,4.243,1.596,31.577,0.0,-369.37,2,-170.57,2.27,19.005,5.969,4,0.147,-0.61,3.078,-193.3,2.27,68,2.423,3,6.876,44.76,2,0.498,8.441,4,1.699,3.078,0.555,1.596,6.876,25.05,14.211,70.784,0.305,3.029,1.21
310,-10.206,l,ROP,CC1=CCC(=O)O1,False,False,True,False,False,False,False,False,True,False,7,-29.51,5.17,0.521,1.077,19.0,0.0,-49.88,1,0.4,-1.9,0.41,1.043,-0.068,0.22,2.714,2.076,0.481,1,1.07,2.58,0.796,10.179,10.179,960.808,4.583,1.0,-0.431,-1.873,-0.141,0.431,3.54,3.506,3.664,7,1,10.179,104,3.288,13.0,1,171.003,2.163,5.743,2.163,0.49,5.969,4.737,-152.18,0,-74.94,0.831,9.531,5.969,2,0.141,-0.79,1.493,-77.24,0.831,38,1.867,1,4.101,26.3,0,0.419,5.276,2,2.216,1.493,0.509,0.49,4.101,13.345,4.737,41.779,0.314,1.37,0.736
311,-28.322,l,vinyl/acrylic,C=CCCC,False,False,False,False,False,False,True,False,True,False,4,-13.89,2.43,0.067,0.085,7.4,-22.811,-25.2,0,0.6,-1.52,0.071,0.127,-0.038,0.43,2.4,1.612,0.124,0,3.6,2.402,3.74,3.55,3.55,686.291,0.0,1.0,-0.103,-1.724,1.153,0.103,0.15,2.197,2.176,5,0,0.0,50,2.414,6.421,0,122.145,2.024,4.625,2.024,0.204,0.0,13.503,-73.7,0,-5.167,0.493,0.0,0.0,0,1.153,-0.26,1.077,-45.722,0.493,30,1.406,0,3.699,0.0,0,0.436,4.121,0,4.309,1.077,0.105,0.204,3.699,19.765,0.0,33.509,-0.036,3.74,0.77
312,-23.822,l,vinyl/acrylic,C=CC(=O)OCC,True,False,False,False,False,False,True,False,True,False,4,-20.81,3.65,0.431,0.625,7.571,-20.43,-36.89,0,0.4,-1.969,0.428,0.584,-0.054,0.56,2.714,1.861,0.176,0,1.5,3.173,3.029,10.072,10.072,960.808,4.434,1.0,-0.463,-1.903,-0.359,0.463,1.97,2.816,2.724,7,0,10.072,98,3.308,6.924,0,171.003,2.101,5.806,2.101,0.201,12.576,11.316,-226.56,0,-82.6,0.453,9.531,5.969,2,0.359,-0.79,0.956,-123.53,0.453,40,1.68,1,4.308,26.3,0,0.378,5.699,2,1.142,0.956,0.219,0.201,4.308,6.924,4.737,42.784,0.33,3.402,0.844
313,-8.58,l,ROP,O=C1CCCCCO1,False,False,True,False,False,False,False,False,True,False,9,-33.43,5.86,0.562,1.368,21.75,-11.5,-50.96,1,0.833,-1.997,0.638,1.279,-0.059,0.1,3.0,2.05,0.238,1,1.26,2.267,1.523,10.461,10.461,1098.066,4.764,1.0,-0.466,-1.935,-0.025,0.466,4.04,4.117,4.342,8,1,10.461,158,3.894,19.262,1,195.432,3.05,5.689,3.05,0.806,12.576,0.0,-229.57,1,-94.67,1.288,9.531,5.969,2,0.025,-0.53,2.031,-123.4,1.288,46,1.941,1,4.852,26.3,1,0.441,5.82,2,3.83,2.031,0.444,0.806,4.852,25.683,4.737,48.833,0.305,2.698,0.92
314,-3.824,l,ROP,O=C1CCCCCCCCCCN1,False,False,True,False,False,False,False,False,True,False,14,-44.89,7.87,0.8,1.63,22.615,-0.0,-68.65,1,0.909,-2.236,0.696,1.307,-0.08,0.07,2.0,2.011,0.766,1,2.32,2.145,5.669,11.188,11.188,1784.358,0.0,1.0,-0.356,-2.071,0.251,0.356,3.45,7.125,7.257,13,1,11.188,548,6.394,12.842,0,317.577,5.661,5.752,5.661,1.787,12.452,5.317,-192.47,1,-88.26,2.653,4.795,0.0,1,0.251,-0.53,3.928,-104.21,2.653,76,2.109,0,8.479,29.1,1,0.614,9.356,2,10.879,3.928,0.661,1.787,8.479,57.787,5.317,81.094,0.219,6.93,1.665
315,-26.195,l,vinyl/acrylic,C=COC(C)=O,False,False,False,False,False,False,True,False,True,False,4,-18.61,3.26,0.436,0.568,6.833,-25.15,-33.77,0,0.25,-1.87,0.461,0.589,-0.051,0.5,2.5,1.785,0.22,0,1.31,3.046,3.21,9.75,9.75,823.55,4.167,1.0,-0.435,-1.827,-0.329,0.435,2.03,2.161,2.236,6,0,9.75,71,2.77,0.0,0,146.574,1.552,5.66,1.552,0.117,5.969,11.316,-222.34,0,-75.77,0.249,9.531,5.969,2,0.329,-0.79,0.776,-121.42,0.249,34,1.349,1,3.601,26.3,0,0.346,4.992,2,1.1,0.776,0.235,0.117,3.601,6.924,4.737,36.42,0.307,2.448,0.704
316,-23.023,l,vinyl/acrylic,C=CCC,False,False,False,False,False,False,True,False,True,False,4,-11.31,1.98,0.062,0.079,6.25,-22.672,-20.29,0,0.5,-1.361,0.071,0.127,-0.03,0.33,2.25,1.448,0.124,0,3.0,2.297,1.74,3.479,3.479,549.033,0.0,1.0,-0.103,-1.574,1.083,0.103,0.16,1.538,1.684,4,0,0.0,31,1.914,6.421,0,97.716,1.524,4.596,1.524,0.0,0.0,13.503,-63.9,0,-0.12,0.289,0.0,0.0,0,1.083,-0.26,0.697,-41.109,0.289,24,1.371,0,2.992,0.0,0,0.4,3.414,0,2.958,0.697,0.11,0.0,2.992,13.345,0.0,27.144,-0.038,2.74,0.629
318,-3.298,s,ROMP,C1=CCCC2OC3(CCCCC3)OC2CC1,False,True,False,False,False,False,False,False,False,True,10,-15.07,2.64,0.77,0.938,38.0,-9.3,-28.69,3,0.857,-2.331,0.745,0.84,-0.046,0.44,1.938,2.466,0.941,3,1.67,1.695,2.053,6.273,6.273,2196.132,12.546,0.0,-0.344,-2.316,-0.183,0.344,1.3,7.109,7.977,16,1,0.0,624,7.881,38.525,0,390.864,6.886,4.938,6.886,3.304,17.995,12.152,-247.6,2,-90.1,4.165,9.474,0.0,2,0.183,-0.34,5.41,-148.2,4.165,90,2.58,2,9.99,18.46,1,0.583,10.847,2,16.053,5.41,0.864,3.304,9.99,75.782,9.474,98.003,0.169,4.498,1.83
319,-3.203,s,ROMP,C1=CCCC2CCCC2CC1,False,True,False,False,False,False,False,False,False,True,10,-13.6,2.38,0.114,0.307,37.818,-9.0,-26.64,2,0.818,-2.079,0.118,0.678,-0.044,0.23,1.818,2.255,0.658,2,1.41,1.968,1.662,2.383,2.383,1509.841,0.0,0.0,-0.089,-2.192,1.097,0.089,0.07,5.323,5.764,11,0,0.0,279,5.466,37.519,0,268.719,5.116,4.892,5.116,2.73,0.0,12.152,-74.4,1,-3.8,3.391,0.0,0.0,0,1.097,-0.26,4.077,-61.6,3.391,62,2.351,0,7.259,0.0,0,0.463,7.519,0,14.972,4.077,0.594,2.73,7.259,44.946,0.0,69.687,-0.035,3.424,1.398
320,-4.732,s,cyclic,COC(=O)CCCCC1CCSS1,False,False,False,False,True,False,False,False,False,True,7,-17.45,3.06,0.795,1.343,21.769,-1.0,-31.35,1,0.889,-2.012,0.824,1.22,-0.047,0.53,3.0,2.152,0.843,1,0.48,1.911,4.814,10.776,10.776,1784.358,4.574,0.054,-0.469,-2.051,-0.076,0.469,3.72,7.512,7.179,13,1,10.776,474,6.326,19.262,0,317.577,7.06,8.769,4.678,4.336,24.082,4.737,-235.18,1,-106.34,5.119,9.531,5.969,4,0.076,0.17,3.151,-127.84,2.112,76,2.642,1,7.953,26.3,1,0.404,9.519,2,5.324,5.938,0.839,1.308,9.586,37.354,4.737,87.574,0.305,6.598,1.67
321,-5.975,s,ROP,CC1OC(=O)C(C)OC1=O,False,False,True,False,False,False,False,False,False,True,8,-21.38,3.75,0.722,1.416,33.0,-20.5,-38.15,1,0.667,-2.404,1.013,1.093,-0.056,0.33,1.6,2.315,0.566,1,0.04,2.631,1.097,10.651,10.651,1372.583,9.194,0.056,-0.448,-2.219,-0.747,0.448,2.36,4.22,4.37,10,1,21.301,216,4.609,13.847,2,244.29,3.02,5.863,3.02,0.636,24.147,9.474,-390.75,1,-166.36,1.25,19.063,11.939,4,0.48,-1.06,2.158,-203.89,1.25,56,1.841,2,5.788,52.6,1,0.444,7.724,4,-1.493,2.158,0.463,0.636,5.788,26.055,9.474,58.108,0.347,2.284,0.994
322,-2.892,s,ROMP,C1=CCCC2OCOC2CC1,False,True,False,False,False,False,False,False,False,True,10,-16.04,2.81,0.674,0.789,37.818,-9.3,-30.09,2,0.778,-2.223,0.589,0.776,-0.047,0.23,2.0,2.276,0.702,2,1.84,1.968,1.628,5.436,5.436,1509.841,10.873,0.0,-0.349,-2.163,0.375,0.349,1.53,4.555,5.202,11,1,0.0,279,5.466,25.683,0,268.719,4.348,4.891,4.348,1.724,19.001,12.152,-193.6,1,-63.1,2.381,9.474,0.0,2,0.375,-0.34,3.154,-121.2,2.381,62,2.351,2,6.661,18.46,1,0.496,7.519,2,9.785,3.154,0.614,1.724,6.661,37.891,9.474,67.185,0.147,3.371,1.234
323,-2.701,s,ROMP,CC1OC2CCC=CCCC2O1,False,True,False,False,False,False,False,False,False,True,10,-15.71,2.75,0.65,0.744,41.917,-9.3,-29.37,2,0.8,-2.223,0.578,0.758,-0.046,0.29,2.0,2.322,0.694,2,1.78,1.979,1.697,5.645,5.645,1647.099,11.289,0.0,-0.347,-2.162,0.012,0.347,1.63,5.101,5.758,12,1,0.0,334,5.86,32.607,0,293.148,4.82,4.898,4.82,1.964,18.498,12.152,-214.5,1,-73.55,2.55,9.474,0.0,2,0.012,-0.34,3.543,-131.65,2.55,68,2.317,2,7.532,18.46,1,0.516,8.389,2,9.726,3.543,0.56,1.964,7.532,51.105,9.474,73.55,0.155,3.584,1.375
324,-3.107,s,cationic,C1COCOCCO1,False,False,False,True,False,False,False,False,False,True,10,-21.14,3.7,0.956,0.871,24.0,-5.6,-37.82,1,1.0,-2.153,0.872,0.622,-0.056,0.0,1.75,1.938,0.219,1,3.13,2.0,2.255,5.024,5.024,1098.066,14.879,0.0,-0.377,-2.096,0.42,0.377,2.64,3.572,3.243,8,1,0.0,165,4.0,0.0,0,195.432,2.732,4.324,2.732,0.515,33.22,0.0,-255.14,1,-111.72,0.911,14.211,0.0,3,0.42,-0.12,1.547,-137.82,0.911,48,1.615,3,4.76,27.69,1,0.448,5.657,3,0.0,1.547,0.392,0.515,4.76,0.0,14.211,48.534,0.146,3.831,0.881
325,-3.346,s,ROP,CCC1CCOC(=O)CC1,False,False,True,False,False,False,False,False,False,True,9,-20.92,3.67,0.587,1.281,27.3,-11.5,-36.05,1,0.875,-1.998,0.638,1.271,-0.051,0.25,3.1,2.144,0.236,1,3.09,2.327,2.011,10.722,10.722,1372.583,4.896,0.061,-0.466,-2.062,-0.018,0.466,4.05,5.244,5.291,10,1,10.722,237,4.826,18.76,1,244.29,3.982,5.69,3.982,1.286,12.576,6.924,-253.37,1,-106.57,2.123,9.531,5.969,2,0.018,-0.53,2.822,-135.3,2.123,58,2.136,1,6.429,26.3,1,0.521,7.397,2,3.882,2.822,0.361,1.286,6.429,32.607,4.737,61.563,0.305,3.593,1.202
326,-19.837,l,cationic,ClCC1(CCl)COC1,False,False,False,True,False,False,False,False,True,False,6,-32.66,5.72,0.519,0.895,24.75,-25.7,-49.42,1,1.0,-2.452,0.363,0.912,-0.056,0.4,1.75,2.361,0.52,1,2.15,2.334,0.949,5.596,5.596,1098.066,4.951,1.0,-0.38,-2.373,0.114,0.38,3.03,4.162,4.42,8,1,0.0,129,3.828,0.0,0,195.432,3.595,6.211,2.526,1.175,24.974,0.0,-159.08,1,-43.59,2.517,4.737,0.0,1,0.114,0.54,2.26,-89.79,1.383,48,1.669,1,4.493,9.23,1,0.548,6.036,1,0.0,2.795,0.534,0.581,6.004,0.0,4.737,58.913,0.057,2.422,1.008
327,-22.228,l,cationic,CC1(C)CC1,True,False,False,True,False,False,False,False,True,False,5,-15.13,2.65,-0.003,0.126,30.0,-28.28,-26.8,1,1.0,-1.747,0.0,0.082,-0.039,0.29,1.4,2.3,0.198,1,3.44,2.382,0.64,2.299,2.299,686.291,0.0,1.0,-0.06,-1.858,0.75,0.06,0.15,2.272,2.097,5,0,0.0,46,2.207,18.257,0,122.145,2.207,4.819,2.207,0.25,0.0,13.847,-79.24,1,-1.77,1.25,0.0,0.0,0,0.75,0.0,2.664,-49.19,1.25,30,1.761,0,3.914,0.0,0,0.407,3.914,0,2.903,2.664,0.233,0.25,3.914,26.689,0.0,33.193,-0.035,0.562,0.704
328,-3.561,s,ROP,CC1CCOC(=O)CC1,False,False,True,False,False,False,False,False,False,True,9,-21.0,3.68,0.588,1.251,29.0,-11.5,-36.13,1,0.857,-1.997,0.638,1.271,-0.051,0.18,3.111,2.118,0.236,1,3.11,2.338,2.039,10.606,10.606,1235.324,4.834,0.067,-0.466,-2.003,-0.028,0.466,4.04,4.735,4.798,9,1,10.606,192,4.288,18.76,1,219.861,3.444,5.69,3.444,0.955,12.576,6.924,-243.57,1,-101.67,1.715,9.531,5.969,2,0.028,-0.53,2.653,-130.4,1.715,52,1.966,1,5.722,26.3,1,0.46,6.69,2,2.645,2.653,0.365,0.955,5.722,26.186,4.737,55.198,0.305,2.853,1.061
329,-17.925,l,ROP,O=C1CCO1,False,False,True,False,False,False,False,False,True,False,6,-29.53,5.18,0.44,1.49,20.4,-23.9,-45.9,1,0.667,-2.182,0.48,1.195,-0.055,0.14,2.2,2.105,0.247,1,0.71,2.322,0.251,9.677,9.677,686.291,4.292,1.0,-0.465,-2.086,-0.065,0.465,3.71,2.772,2.744,5,1,9.677,52,2.394,0.0,1,122.145,1.55,5.732,1.55,0.185,12.576,4.737,-200.17,1,-67.57,0.569,9.531,5.969,2,0.065,-0.53,0.97,-108.7,0.569,28,1.299,1,2.731,26.3,1,0.374,3.699,2,0.625,0.97,0.365,0.185,2.731,6.421,4.737,29.738,0.309,0.708,0.497
330,-31.31,g,ROMP,C1=CCC1,False,True,False,False,False,False,False,True,False,False,6,0.0,0.0,0.091,0.285,20.0,-30.0,0.0,1,0.5,-1.714,0.074,0.222,0.0,0.0,1.25,1.81,0.325,1,0.0,2.473,0.068,2.181,2.181,549.033,0.0,-1.0,-0.088,-1.919,1.319,0.088,0.56,1.97,1.939,4,0,0.0,35,2.0,12.842,0,97.716,1.65,4.925,1.65,0.167,0.0,12.152,-31.4,0,38.5,0.667,0.0,0.0,0,1.319,-0.26,1.049,-39.9,0.667,22,0.722,0,2.569,0.0,0,0.366,2.828,0,7.0,1.049,0.368,0.167,2.569,12.842,0.0,26.139,-0.032,0.593,0.521
331,-13.862,l,ROMP,C1=CC2CCC1C2,False,True,False,False,False,False,False,False,True,False,7,-19.92,3.49,0.072,0.295,45.714,0.0,-32.04,2,0.714,-1.821,0.156,0.383,-0.041,0.22,1.714,2.247,0.518,2,3.35,2.271,0.425,2.383,2.383,960.808,0.0,1.0,-0.085,-1.964,0.991,0.085,0.51,3.199,3.217,7,0,0.0,91,3.449,31.098,0,171.003,3.133,5.06,3.133,1.717,0.0,12.152,-34.52,1,7.48,2.169,0.0,0.0,0,0.991,-0.26,2.718,-42.0,2.169,38,2.216,0,4.431,0.0,0,0.402,4.69,0,9.185,2.718,0.438,1.717,4.431,19.262,0.0,44.228,-0.023,1.118,0.835
332,-2.629,l,ROP,CC1CCCCNC1=O,False,False,True,False,False,False,False,False,True,False,9,-40.94,7.18,0.745,1.548,29.0,-6.5,-64.75,1,0.857,-2.265,0.751,0.893,-0.08,0.18,3.111,2.136,0.681,1,-0.05,2.415,1.699,10.903,10.903,1235.324,0.0,1.0,-0.356,-2.031,0.229,0.356,3.58,5.296,5.373,9,1,10.903,194,4.305,12.842,0,219.861,3.582,5.778,3.582,1.092,12.452,5.317,-156.79,1,-63.92,1.811,4.795,0.0,1,0.229,-0.53,2.688,-86.37,1.811,52,1.987,0,5.814,29.1,1,0.515,6.69,2,3.405,2.688,0.565,1.092,5.814,26.186,5.317,55.634,0.222,2.853,1.102
333,-17.017,l,cationic,C[Si]1(C)CCC1,False,False,False,True,False,False,False,False,True,False,6,-16.81,2.95,1.084,1.157,29.0,0.0,-32.68,1,1.0,-2.323,0.957,1.196,-0.053,0.25,1.5,2.27,0.276,1,3.32,2.311,0.646,2.469,2.469,823.55,0.0,1.0,-0.069,-2.309,-0.451,0.069,0.7,5.167,5.713,6,1,0.0,71,2.707,0.0,0,146.574,6.121,6.793,2.707,2.652,8.074,13.094,-105.95,1,-41.72,5.121,0.0,0.0,0,0.451,0.217,3.018,-64.23,1.707,36,1.322,0,4.621,0.0,1,0.409,4.621,0,1.527,8.346,0.309,0.884,5.621,31.603,0.0,40.574,0.047,1.092,1.285
334,-20.315,l,cationic,CC1CC1,False,False,False,True,False,False,False,False,True,False,5,-13.12,2.3,-0.021,0.144,26.25,-28.082,-23.72,1,1.0,-1.419,0.0,0.192,-0.036,0.17,1.75,2.122,0.238,1,3.02,2.171,0.222,2.278,2.278,549.033,0.0,1.0,-0.063,-1.531,1.083,0.063,0.14,1.989,1.923,4,0,0.0,32,1.894,5.918,0,97.716,1.894,4.648,1.894,0.167,0.0,6.924,-63.9,1,5.9,0.866,0.0,0.0,0,1.083,0.0,1.683,-41.718,0.866,24,1.75,0,2.992,0.0,0,0.393,2.992,0,2.972,1.683,0.302,0.167,2.992,19.765,0.0,26.828,-0.044,0.48,0.564
335,-17.925,l,cyclic,CC1(C)CCC1,False,False,False,False,True,False,False,False,True,False,6,-17.59,3.08,0.0,0.098,29.0,-27.289,-30.98,1,1.0,-2.197,0.0,0.079,-0.045,0.25,1.5,2.245,0.149,1,4.28,2.311,0.562,2.33,2.33,823.55,0.0,1.0,-0.06,-2.333,0.722,0.06,0.15,2.65,2.584,6,0,0.0,67,2.707,18.257,0,146.574,2.707,4.769,2.707,0.884,0.0,13.847,-89.04,1,-8.07,1.707,0.0,0.0,0,0.722,0.0,3.018,-53.681,1.707,36,1.322,0,4.621,0.0,0,0.422,4.621,0,4.368,3.018,0.212,0.884,4.621,33.11,0.0,39.558,-0.035,0.988,0.845
336,-2.271,l,ROP,O=C1CCCCO1,False,False,True,False,False,False,False,False,True,False,8,-31.58,5.53,0.608,1.505,21.429,-10.6,-49.05,1,0.8,-2.105,0.449,1.186,-0.059,0.11,2.571,2.061,0.303,1,0.21,2.25,1.18,10.241,10.241,960.808,4.639,1.0,-0.466,-2.078,-0.036,0.466,4.1,3.665,3.653,7,1,10.241,114,3.394,12.842,1,171.003,2.55,5.693,2.55,0.63,12.576,4.737,-219.77,1,-90.67,1.038,9.531,5.969,2,0.036,-0.53,1.678,-118.5,1.038,40,1.686,1,4.145,26.3,1,0.419,5.113,2,2.685,1.678,0.429,0.63,4.145,19.262,4.737,42.468,0.305,1.959,0.779
337,-3.585,l,ROP,O=C1OCCOC1=O,False,False,True,False,False,False,False,False,True,False,8,-39.31,6.89,0.815,1.682,19.5,-2.6,-62.76,1,0.5,-2.285,0.828,1.279,-0.079,0.2,1.625,2.205,0.582,1,-0.28,2.517,0.776,10.097,10.097,1098.066,8.553,1.0,-0.454,-2.087,-0.892,0.454,5.88,3.941,3.434,8,1,20.195,143,3.805,0.0,2,195.432,2.144,6.295,2.144,0.387,25.152,9.474,-323.24,1,-158.7,0.716,19.063,11.939,4,0.185,-1.06,1.272,-161.94,0.716,44,1.768,2,4.047,52.6,1,0.303,5.983,4,0.0,1.272,0.544,0.387,4.047,0.0,9.474,45.378,0.417,1.814,0.712
338,-3.824,l,cyclic,C1CCCCCC1,False,False,False,False,True,False,False,False,True,False,9,-21.84,3.83,-0.002,0.095,24.0,-6.53,-37.2,1,1.0,-1.657,0.0,0.289,-0.052,0.0,0.571,1.951,0.31,1,4.41,2.042,1.959,1.5,1.5,960.808,0.0,1.0,-0.053,-1.854,1.5,0.053,0.08,3.693,3.462,7,0,0.0,120,3.5,0.0,0,171.003,3.5,4.507,3.5,1.237,0.0,0.0,-89.1,1,-27.9,1.75,0.0,0.0,0,1.5,0.0,2.475,-54.67,1.75,42,1.902,0,4.95,0.0,0,0.409,4.95,0,10.5,2.475,0.362,1.237,4.95,44.946,0.0,45.923,-0.053,3.061,0.986
339,-17.208,l,cyclic,CC1CCC1,False,False,False,False,True,False,False,False,True,False,6,-15.83,2.77,-0.015,0.114,25.8,-26.789,-28.41,1,1.0,-2.037,0.0,0.19,-0.042,0.14,1.8,2.088,0.19,1,3.81,2.08,0.444,2.309,2.309,686.291,0.0,1.0,-0.063,-2.185,1.065,0.063,0.14,2.394,2.41,5,0,0.0,50,2.394,5.918,0,122.145,2.394,4.619,2.394,0.612,0.0,6.924,-73.7,1,-0.4,1.394,0.0,0.0,0,1.065,0.0,2.036,-46.511,1.394,30,1.299,0,3.699,0.0,0,0.407,3.699,0,4.459,2.036,0.264,0.612,3.699,26.186,0.0,33.193,-0.044,1.0,0.704
340,-2.151,l,ROMP,C1=CCCCCCC1,False,True,False,False,False,False,False,False,True,False,10,-24.47,4.29,0.102,0.249,22.0,-15.3,-40.64,1,0.75,-1.796,0.076,0.311,-0.054,0.0,1.625,1.895,0.46,1,4.89,2.172,2.153,2.319,2.319,1098.066,0.0,1.0,-0.089,-1.995,1.319,0.089,0.09,4.164,4.034,8,0,0.0,165,4.0,25.683,0,195.432,3.65,4.822,3.65,1.114,0.0,12.152,-70.6,0,4.4,1.658,0.0,0.0,0,1.319,-0.26,2.463,-59.7,1.658,46,1.615,0,5.397,0.0,0,0.42,5.657,0,13.0,2.463,0.474,1.114,5.397,38.525,0.0,51.598,-0.035,3.707,1.084
341,-1.912,l,cationic,C1COCOCCO1,False,False,False,True,False,False,False,False,True,False,10,-29.25,5.13,0.956,0.871,24.0,-5.6,-53.23,1,1.0,-2.153,0.872,0.622,-0.08,0.0,1.75,1.938,0.219,1,0.09,2.0,2.255,5.024,5.024,1098.066,14.879,1.0,-0.377,-2.096,0.42,0.377,2.47,3.572,3.243,8,1,0.0,165,4.0,0.0,0,195.432,2.732,4.324,2.732,0.515,33.22,0.0,-255.14,1,-111.72,0.911,14.211,0.0,3,0.42,-0.12,1.547,-137.82,0.911,48,1.615,3,4.76,27.69,1,0.448,5.657,3,0.0,1.547,0.392,0.515,4.76,0.0,14.211,48.534,0.146,3.831,0.881
